time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/value_loss
1154,42,63.72,49152,-43.2432967,3,0.9826533105224371,0.007971612,-0.7528391324449331,0.2,0.0003,1.4912594556808472,-0.001530406259917072,1420,0.0915283203125,13.269589038239792
1096,59,64.55,65536,-41.521683870000004,4,0.962183028459549,0.009363287,-0.7528708392987028,0.2,0.0003,9.246091842651367,-0.002309512455758522,1430,0.086846923828125,28.28570569297299
1031,79,64.52,81920,-41.70759642000001,5,0.988235903903842,0.007848949,-0.7492456224979833,0.2,0.0003,0.9069201350212097,-0.0007606141602082061,1440,0.092022705078125,8.561125699756667
1025,95,64.46,98304,-41.775498670000005,6,0.9798863120377064,0.0074439514,-0.7540168782230466,0.2,0.0003,2.0996768474578857,-0.0010196948861903366,1450,0.079290771484375,15.789392486819997
1010,113,64.18,114688,-41.80883649,7,0.9569860026240349,0.0072492454,-0.7521971465321258,0.2,0.0003,1.9310333728790283,-0.0014234653867333691,1460,0.074072265625,33.91522685261443
2286,7,64.09,16384,-41.76740707,1,0.9811354260891676,0.006699308,-0.7464979867450893,0.2,0.0003,2.1185851097106934,-0.0015648223411517392,1470,0.094317626953125,14.31622795527801
1207,27,65.56,32768,-40.14791862000001,2,0.9739417135715485,0.006978179,-0.7482955094659701,0.2,0.0003,27.292024612426758,-0.001144040308372496,1480,0.09183349609375,20.27277099285275
1186,41,64.63,49152,-41.81481008000001,3,0.9705227445811033,0.008566728,-0.7376453550066799,0.2,0.0003,2.0129237174987793,-0.0011321510844027217,1490,0.096087646484375,23.300947256339715
1239,52,66.0,65536,-39.93390681,4,0.9769239407032728,0.008999657,-0.7248095552437007,0.2,0.0003,13.923386573791504,-0.001812870222283891,1500,0.09974365234375,18.003289663931355
1284,63,65.43,81920,-41.16923232,5,0.9816213492304087,0.0077606547,-0.7115993300452829,0.2,0.0003,27.89134979248047,-0.0009333772434729326,1510,0.085882568359375,14.602275082003326
1320,74,65.74,98304,-40.681468009999996,6,0.9721567332744598,0.007250134,-0.6978592136641965,0.2,0.0003,1.7211992740631104,-0.00142143433399724,1520,0.095941162109375,22.100810346053912
1344,85,65.08,114688,-41.137148,7,0.9715386983007193,0.0067376075,-0.7023435231763869,0.2,0.0003,2.092266798019409,-0.0008516061259797425,1530,0.081329345703125,22.56219643605873
3632,4,65.08,16384,-41.12789722,1,0.9749417807906866,0.009630152,-0.7009050310589373,0.2,0.0003,3.235483407974243,-0.0019485629528389835,1540,0.105255126953125,19.46473357914947
2162,15,65.64,32768,-40.391934070000005,2,0.9637549817562103,0.007067322,-0.6950555568560958,0.2,0.0003,17.995887756347656,-0.0005483114302933245,1550,0.08079833984375,27.196467706374825
1908,25,63.44,49152,-43.99342632999999,3,0.9838986489921808,0.006938791,-0.7011727890465409,0.2,0.0003,4.892507553100586,-0.001138107651604514,1560,0.08504638671875,11.764935650955886
1803,36,64.99,65536,-40.67601269,4,0.9611336588859558,0.008049188,-0.6944952666061,0.2,0.0003,11.593815803527832,-0.002372850838310114,1570,0.094854736328125,30.024401916423813
1747,46,63.44,81920,-42.99593619,5,0.9585040025413036,0.007971034,-0.7055323977721855,0.2,0.0003,2.7779080867767334,-0.0013712429643419454,1580,0.096063232421875,31.516122769517825
1708,57,66.12,98304,-39.23531756,6,0.963603500276804,0.0074760085,-0.7096300786128268,0.2,0.0003,1.7012065649032593,-0.0007011054221038648,1590,0.097772216796875,28.605195237929003
1685,68,64.99,114688,-40.577674990000006,7,0.988880829885602,0.008343213,-0.7140786387491971,0.2,0.0003,2.159937620162964,-0.0016371369385524304,1600,0.105364990234375,7.180651891930029
3107,5,64.63,16384,-41.73672113,1,0.972619004547596,0.008313581,-0.7034789587603882,0.2,0.0003,2.3351263999938965,-0.0011625076648215326,1610,0.0886962890625,21.055828953254967
1929,16,66.47,32768,-38.89822483,2,0.9721696358174086,0.008135756,-0.7097197714727372,0.2,0.0003,16.758909225463867,-0.0014629272676756956,1620,0.0926025390625,21.537298460491
1739,28,66.08,49152,-39.40508122999999,3,0.9881049701943994,0.0077041592,-0.7205509970430285,0.2,0.0003,1.8006949424743652,-0.001660629250909551,1630,0.10029296875,9.283309955243022
1651,39,66.18,65536,-39.95939464,4,0.991166777908802,0.0066709192,-0.7028221134096384,0.2,0.0003,2.7484467029571533,-0.0009571923159455764,1640,0.0814453125,7.023215502453968
1581,51,66.82,81920,-38.7450631,5,0.9909420786425471,0.0064782165,-0.6955864771036431,0.2,0.0003,1.0042365789413452,-0.0008422929392054357,1650,0.081231689453125,7.181244516908191
1540,63,65.68,98304,-40.90794821,6,0.9959769230335951,0.006816002,-0.6931656026747077,0.2,0.0003,1.1994997262954712,-0.002057661358412588,1660,0.087615966796875,2.9279443700797856
1534,74,66.02,114688,-39.91451816,7,0.9763368144631386,0.0076635554,-0.6863157752202824,0.2,0.0003,0.9274021983146667,-0.0017309991451384121,1670,0.090185546875,19.306308789364994
3600,4,66.52,16384,-39.360197830000004,1,0.9894138183444738,0.008862166,-0.67501356494613,0.2,0.0003,1.514021635055542,-0.0023849730786423607,1680,0.10802001953125,8.298132295021787
2065,15,65.35,32768,-41.13345975,2,0.9842047039419413,0.0077574262,-0.6661377983167768,0.2,0.0003,1.7990070581436157,-0.0014061871135254479,1690,0.092987060546875,12.967723228386603
1807,27,66.35,49152,-39.188561889999995,3,0.9656617678701878,0.008533487,-0.6633142255246639,0.2,0.0003,7.166433811187744,-0.002236427276147879,1700,0.085552978515625,26.661861327989026
1705,38,64.9,65536,-40.663090620000006,4,0.9839009363204241,0.0074823173,-0.6678787332959473,0.2,0.0003,1.4402656555175781,-0.0011818919407232896,1710,0.092840576171875,12.713611258240416
1618,50,66.38,81920,-39.23573464,5,0.9736127723008394,0.009160958,-0.6564114093082025,0.2,0.0003,27.037097930908203,-0.0021710190256271746,1720,0.08861083984375,20.868321078503506
1570,62,65.26,98304,-40.473772219999994,6,0.9766718037426472,0.007682666,-0.6422437297180295,0.2,0.0003,3.4223697185516357,-0.0008030071005123319,1730,0.0903564453125,18.85728711397387
1557,73,65.5,114688,-40.5970082,7,0.9806462246924639,0.0063949116,-0.6462265875190496,0.2,0.0003,44.38441848754883,-0.0010729919593359227,1740,0.086651611328125,15.651714064646512
3320,4,65.56,16384,-40.935162420000005,1,0.9776247292757034,0.0072205006,-0.6446798169752583,0.2,0.0003,46.1806640625,-0.001709916969321057,1750,0.082867431640625,17.667067142901942
1905,17,66.19,32768,-39.63899147,2,0.9812870547175407,0.007616686,-0.6333667354658246,0.2,0.0003,39.2707405090332,-0.0010793308649226674,1760,0.092047119140625,15.032065158337355
1703,28,65.94,49152,-39.55696610999999,3,0.9924962664954364,0.0074114753,-0.6313983609899878,0.2,0.0003,2.0020899772644043,-0.002110103199356672,1770,0.091876220703125,5.9075708444230255
1623,40,65.19,65536,-40.09407026,4,0.9701991677284241,0.007363682,-0.6333741448586807,0.2,0.0003,6.2131476402282715,-0.0021413120258102934,1780,0.079034423828125,23.790347024332732
1584,51,66.17,81920,-39.09987467,5,0.9823399521410465,0.0083907265,-0.6409946658648551,0.2,0.0003,2.250094413757324,-0.0015006366912075463,1790,0.10079345703125,14.057490448188037
1536,63,65.65,98304,-39.912806460000006,6,0.9854987887665629,0.007925442,-0.6424408231396228,0.2,0.0003,0.951629638671875,-0.00026753156735139785,1800,0.085955810546875,11.837035444332287
1516,75,66.9,114688,-37.593301620000005,7,0.987930222414434,0.0076903347,-0.640966438758187,0.2,0.0003,1.4548650979995728,-0.0013497596559318482,1810,0.086199951171875,9.661391839152202
3312,4,65.63,16384,-39.24940768,1,0.9849704289808869,0.0069676535,-0.6387660388369113,0.2,0.0003,4.825083255767822,-0.0012681484911809093,1820,0.085919189453125,12.392909826431424
1829,17,65.86,32768,-39.49249539,2,0.9823637176305056,0.008585434,-0.6321896436158567,0.2,0.0003,1.3520008325576782,-0.0016932535364958313,1830,0.086614990234375,14.381618714518845
1530,32,65.57,49152,-39.74934588,3,0.9859276926144958,0.007649184,-0.6358484139898792,0.2,0.0003,1.8061177730560303,-0.0007737593819456378,1840,0.089111328125,11.501132782408968
1448,45,64.9,65536,-40.18279099,4,0.9807676430791616,0.008653011,-0.6263536931248381,0.2,0.0003,1.052880883216858,-0.0020044327605774014,1850,0.094927978515625,15.968713760515675
1420,57,65.38,81920,-39.50647668,5,0.972281914204359,0.008646028,-0.6251289108535275,0.2,0.0003,2.3439273834228516,-0.0008329961704703237,1860,0.09061279296875,22.43474075044505
1392,70,65.55,98304,-39.35712155,6,0.9772824421525002,0.0068626218,-0.6240782270440832,0.2,0.0003,3.830545663833618,-0.0006879042552100145,1870,0.094244384765625,18.67898252857849
1361,84,65.84,114688,-39.50338952,7,0.9914331892505288,0.0075425706,-0.6127134399255738,0.2,0.0003,8.550126075744629,-0.0017489612979261437,1880,0.09635009765625,6.743618563190102
3446,4,66.98,16384,-37.67239498000001,1,0.9913370860740542,0.006714698,-0.6048562237760052,0.2,0.0003,1.4992091655731201,-0.0025677055032247154,1890,0.089752197265625,6.980314352852292
1944,16,66.49,32768,-38.23244944,2,0.9938628897070885,0.006642907,-0.5923483350547031,0.2,0.0003,0.9973653554916382,-0.0018492533118660503,1900,0.086309814453125,5.0416189534822475
1552,31,67.75,49152,-36.997387440000004,3,0.9809445217251778,0.007087336,-0.5881258410052397,0.2,0.0003,1.2956162691116333,-0.002234422702122174,1910,0.082305908203125,15.41087888085749
1484,44,64.91,65536,-40.87071118,4,0.9805628191679716,0.0068017584,-0.5844058209098876,0.2,0.0003,5.0004401206970215,-0.0013082278616820986,1920,0.083966064453125,15.438538168976084
1456,56,65.29,81920,-40.04726223000001,5,0.978943632915616,0.0061914725,-0.5811681213323027,0.2,0.0003,2.9443626403808594,-0.00022509353593704872,1930,0.088763427734375,17.05723571171984
1400,70,65.84,98304,-40.202116520000004,6,0.9876167206093669,0.00736354,-0.5842795837088488,0.2,0.0003,1.0948158502578735,-0.0008684297804848029,1940,0.086029052734375,10.140257179457695
1364,84,66.23,114688,-39.73848983,7,0.9831261597573757,0.011535076,-0.5934633981552906,0.2,0.0003,4.058265209197998,-0.001529535968120399,1950,0.0856689453125,13.98975866921246
3190,5,66.24,16384,-39.32729396,1,0.9884913703426719,0.007997449,-0.5875258632237091,0.2,0.0003,0.9557235240936279,-0.001707908105890965,1960,0.088037109375,9.416804258013144
1806,18,66.71,32768,-38.73552835,2,0.9886738965287805,0.007371651,-0.5804712669458241,0.2,0.0003,2.240072727203369,-0.0004263073333277134,1970,0.073809814453125,9.420075799990446
1404,34,66.02,49152,-38.87208881,3,0.9879259774461389,0.0073346673,-0.5896520955953747,0.2,0.0003,11.693883895874023,-0.0019942485372666852,1980,0.094525146484375,10.084834073856474
1207,54,66.97,65536,-37.959153959999995,4,0.9695815462619066,0.009569688,-0.5911336556891911,0.2,0.0003,28.063207626342773,-0.0034262223057794474,1990,0.092767333984375,23.159231979679316
1118,73,65.9,81920,-39.49089222,5,0.9691323898732662,0.0076141846,-0.5840753558557481,0.2,0.0003,3.707585573196411,-0.0009303857920713199,2000,0.0841796875,25.021210676291957
1054,93,66.35,98304,-38.496430769999996,6,0.9771145507693291,0.007640602,-0.5745803486439399,0.2,0.0003,3.7859697341918945,-0.0006373434406668821,2010,0.098553466796875,19.05949910217896
1012,113,65.78,114688,-40.14788676,7,0.9909451883286238,0.008395322,-0.5670556813594885,0.2,0.0003,1.9232909679412842,-0.002226659875304904,2020,0.105474853515625,7.137784365890548
2122,7,65.78,16384,-39.76638188,1,0.9824491087347269,0.0072517097,-0.5687202453380451,0.2,0.0003,4.276447296142578,-0.0009625560016502277,2030,0.089862060546875,14.70158688374795
1381,23,66.93,32768,-38.88197721,2,0.9762615542858839,0.008388802,-0.5699675836716779,0.2,0.0003,1.7894877195358276,-0.0014731196377852029,2040,0.085162353515625,19.058701633522286
1273,38,66.71,49152,-38.924850979999995,3,0.9829894248396158,0.0074991817,-0.574957973335404,0.2,0.0003,2.6734280586242676,-0.0008281196563984849,2050,0.091082763671875,14.136168108298444
1244,52,64.61,65536,-41.37014524,4,0.9802652411162853,0.006971147,-0.568926782219205,0.2,0.0003,1.0962982177734375,-0.001037318370435969,2060,0.09205322265625,16.270666794199496
1230,66,65.95,81920,-38.94927094,5,0.9720578975975513,0.0076537738,-0.5664107069373131,0.2,0.0003,11.520691871643066,-0.0005325993551650754,2070,0.08240966796875,22.781367439124732
1211,81,65.92,98304,-39.26995637,6,0.9902887651696801,0.008558732,-0.5758908865391277,0.2,0.0003,1.0762685537338257,-0.0014912619219103363,2080,0.09219970703125,7.653975207591429
1209,94,66.27,114688,-38.63295652,7,0.9829881340265274,0.009087948,-0.5838713934528641,0.2,0.0003,1.4700050354003906,-0.001378071763429034,2090,0.094549560546875,13.811504410766066
2744,5,66.35,16384,-38.811243770000004,1,0.99073267262429,0.0080535915,-0.5721948172082193,0.2,0.0003,1.5780529975891113,-0.0019272170231943164,2100,0.095867919921875,7.584663348062895
1291,25,65.97,32768,-39.66925544,2,0.9772309046238661,0.0064457827,-0.5780572984367609,0.2,0.0003,1.338720440864563,-0.0011607756044213601,2110,0.076190185546875,18.38144226805307
1123,43,65.62,49152,-39.75905174,3,0.9717358369380236,0.007727128,-0.5699864999158308,0.2,0.0003,4.518952369689941,-0.0022978515690738276,2120,0.0864013671875,22.855140965618194
1054,62,65.1,65536,-40.56171673,4,0.974913015961647,0.008033715,-0.5731649347930216,0.2,0.0003,4.396845817565918,-0.0015656634480819775,2130,0.100531005859375,20.069074341189115
1018,80,66.74,81920,-37.92189761,5,0.9648876562714577,0.0074367346,-0.5640843521454372,0.2,0.0003,6.474858283996582,-0.001064930812071907,2140,0.08416748046875,27.044661729829386
987,99,66.68,98304,-38.611252809999996,6,0.9887350434437394,0.008007377,-0.5654453131486662,0.2,0.0003,2.0845556259155273,-0.002392829494783655,2150,0.095635986328125,7.2319419314619156
963,119,67.16,114688,-37.936612419999996,7,0.9834605026990175,0.007755618,-0.5592216136632487,0.2,0.0003,2.0324652194976807,-0.0005954447486146818,2160,0.083416748046875,13.817161404155195
2140,7,66.49,16384,-38.559630229999996,1,0.9846796281635761,0.0065658605,-0.5496648927102796,0.2,0.0003,1.0787348747253418,-0.002271915694745985,2170,0.0857666015625,12.81797376414761
1172,27,65.97,32768,-39.08552013,2,0.9851164566352963,0.0077577126,-0.5438005447736941,0.2,0.0003,2.3413097858428955,-0.0006779583488423669,2180,0.085772705078125,12.469133807113394
1028,47,66.5,49152,-38.10725817,3,0.9868504451587796,0.00796883,-0.5398908697534353,0.2,0.0003,1.8002135753631592,-0.001680776509010684,2190,0.082147216796875,10.945008116983809
979,66,66.56,65536,-38.43666357000001,4,0.9837720431387424,0.008867245,-0.544827162695583,0.2,0.0003,13.950705528259277,-0.0015450248170964186,2200,0.092059326171875,13.467390376282856
939,87,65.82,81920,-39.15134477,5,0.9625200629234314,0.009446308,-0.54108865193557,0.2,0.0003,1.3358901739120483,-0.001285275552800158,2210,0.075439453125,31.096371178887786
916,107,64.66,98304,-40.75431814,6,0.9794813636690378,0.007155269,-0.5385512701701373,0.2,0.0003,7.234209060668945,-0.0004930629454975132,2220,0.089031982421875,16.380372527148573
905,126,66.36,114688,-38.538768,7,0.9608862698078156,0.005777484,-0.5353067428339273,0.2,0.0003,35.86018371582031,-0.0013467665324242261,2230,0.07872314453125,32.30336674777791
2812,5,65.73,16384,-39.53170086,1,0.9888196932151914,0.007007176,-0.5397875605500303,0.2,0.0003,18.29340171813965,-0.00026326632028030874,2240,0.08629150390625,8.949541118647904
1487,22,66.55,32768,-38.97880222,2,0.982134910300374,0.008123783,-0.5405093943118118,0.2,0.0003,15.287083625793457,-0.0007806327713296924,2250,0.076263427734375,14.490049497410656
1212,40,66.02,49152,-39.700566609999996,3,0.9820778947323561,0.011388972,-0.5252015531179495,0.2,0.0003,1.228973627090454,-0.001170430240654241,2260,0.084564208984375,15.113648659456521
1082,60,67.5,65536,-37.803770990000004,4,0.9799688421189785,0.008495367,-0.5394933880888857,0.2,0.0003,1.5273025035858154,-0.0021796219404677684,2270,0.087335205078125,16.28894264320843
1025,79,64.91,81920,-41.60532054,5,0.9849391421303153,0.006714348,-0.5288047867943533,0.2,0.0003,1.0730664730072021,0.00033358892965225096,2280,0.08411865234375,12.369694811850787
992,99,66.39,98304,-39.09039446,6,0.96082703769207,0.007926162,-0.511973722698167,0.2,0.0003,28.64192771911621,-0.0008460533740617393,2290,0.07818603515625,32.09721094672568
961,119,65.6,114688,-40.09189593,7,0.9719149526208639,0.0069107926,-0.5138365046703257,0.2,0.0003,2.134406089782715,0.00010024232919931819,2300,0.085028076171875,23.059905077051372
2093,7,64.57,16384,-41.58197229,1,0.9788655415177345,0.00775788,-0.5127896818448789,0.2,0.0003,1.6426806449890137,-0.0003998614701686165,2310,0.087518310546875,16.930759926419704
1130,28,66.95,32768,-37.953815719999994,2,0.9668657667934895,0.0056379973,-0.5059645586065017,0.2,0.0003,7.226933002471924,-0.0005222709972713347,2320,0.076312255859375,26.805196013767272
1005,48,66.6,49152,-38.86332973000001,3,0.987664170563221,0.008805947,-0.5138747823308222,0.2,0.0003,1.0117607116699219,-0.0005352210477212793,2330,0.09599609375,9.787743875430897
940,69,66.26,65536,-39.14189440999999,4,0.9753254521638155,0.0070313793,-0.5143966005416587,0.2,0.0003,1.203871488571167,-0.000806661376827833,2340,0.080364990234375,20.49158325060271
924,88,66.35,81920,-38.250099729999995,5,0.9793533477932215,0.005910513,-0.49762915456667545,0.2,0.0003,26.940637588500977,0.0004593121864672867,2350,0.0748046875,17.390968746319412
907,108,66.97,98304,-37.84083199,6,0.9904173659160733,0.007922451,-0.5032370590372011,0.2,0.0003,1.0697969198226929,-0.0006181300102980458,2360,0.092535400390625,8.045889067254029
889,128,66.43,114688,-37.84444305,7,0.9777359943836927,0.007139691,-0.5039668966666795,0.2,0.0003,4.75985860824585,-0.0007138093819321512,2370,0.084906005859375,18.01646550409496
1629,10,65.96,16384,-38.24235967,1,0.9795614015311003,0.007408782,-0.505666499491781,0.2,0.0003,1.6744307279586792,-0.000256473128865764,2380,0.08343505859375,17.022687936760484
988,33,67.11,32768,-36.81214009,2,0.9830591063946486,0.007722292,-0.5040977517608554,0.2,0.0003,48.87664794921875,-0.0009324275214567024,2390,0.080712890625,14.08036001045257
897,54,66.85,49152,-37.50863748,3,0.98460793774575,0.008330109,-0.4867249908274971,0.2,0.0003,0.9398615956306458,-0.0008837011524065019,2400,0.09659423828125,12.862867389386519
852,76,66.34,65536,-37.84844191,4,0.9907927736639977,0.006784211,-0.4810529035865329,0.2,0.0003,1.139794111251831,-0.0008249657485066564,2410,0.079632568359375,7.804492379911244
842,97,66.13,81920,-38.038959029999994,5,0.9793413858860731,0.007077707,-0.47011414834996684,0.2,0.0003,12.11786937713623,-0.0006502690798697586,2420,0.07818603515625,16.947616698034107
830,118,66.18,98304,-37.83364398,6,0.9820373933762312,0.0072075715,-0.4840884318109602,0.2,0.0003,3.8268353939056396,-0.0009935702944858348,2430,0.083917236328125,15.182566640758887
824,139,65.81,114688,-38.251672320000004,7,0.9841032158583403,0.008360457,-0.47876131944358347,0.2,0.0003,40.668338775634766,-0.0012183169456420728,2440,0.08519287109375,13.088174310792237
1881,8,66.23,16384,-37.958882290000005,1,0.979522354900837,0.0071974685,-0.466555722639896,0.2,0.0003,4.714920997619629,-0.0003882723636706942,2450,0.08076171875,16.969145752908663
1038,31,65.38,32768,-39.634161,2,0.979497142136097,0.007872258,-0.4793226870126091,0.2,0.0003,1.6432369947433472,-0.0003210074684830033,2460,0.0900634765625,16.573716803640128
945,51,64.96,49152,-40.324286439999995,3,0.9776616878807545,0.006253276,-0.47049703743541615,0.2,0.0003,6.57677698135376,-0.00012491113084251993,2470,0.075335693359375,18.683347879210487
868,75,65.35,65536,-38.97056009,4,0.9667384326457977,0.009253371,-0.45848431437043474,0.2,0.0003,3.5138769149780273,-0.00041170597892232764,2480,0.0881591796875,26.061192217329516
842,97,66.3,81920,-38.0243966,5,0.9648061394691467,0.0073342025,-0.4674541776999831,0.2,0.0003,1.5390311479568481,-1.3231042839834117e-05,2490,0.091412353515625,29.08462855569087
833,117,66.68,98304,-37.55871201,6,0.985775476321578,0.0066673392,-0.4703591888421215,0.2,0.0003,15.656219482421875,-7.682609975745436e-07,2500,0.094659423828125,12.064984935801476
837,136,66.85,114688,-36.934078760000006,7,0.9865281078964472,0.0078104436,-0.45132522387430074,0.2,0.0003,0.9639157056808472,-0.0009355447185043885,2510,0.0850830078125,11.143845757097006
2925,5,66.26,16384,-37.71222031,1,0.981425765901804,0.007986661,-0.46513342993566764,0.2,0.0003,2.102243661880493,-0.0024382768292980474,2520,0.09332275390625,15.522793245268986
1567,20,66.38,32768,-37.4517331,2,0.9920076550915837,0.006922696,-0.4630223036976531,0.2,0.0003,1.1393753290176392,-0.0019496251603413838,2530,0.090972900390625,6.545626811962575
1367,35,66.91,49152,-36.76481353,3,0.9877789877355099,0.0068938164,-0.4547762733069248,0.2,0.0003,1.0779560804367065,-0.0001767016556186718,2540,0.0721923828125,10.213210362638346
1251,52,66.1,65536,-38.37897606,4,0.9856674177572131,0.007450381,-0.4385889358934946,0.2,0.0003,1.9557276964187622,0.00016700444502930621,2550,0.075592041015625,11.813191283307969
1135,72,66.68,81920,-37.26487684,5,0.9838643204420805,0.006396427,-0.42619129753438756,0.2,0.0003,1.4831655025482178,-0.0005184729706797953,2560,0.072515869140625,13.025195473711937
1098,89,65.68,98304,-38.53371382,6,0.9807183984667063,0.0072874185,-0.42808545801090075,0.2,0.0003,0.8901360034942627,-0.001023224865366501,2570,0.0849609375,16.23884467948228
1071,107,66.34,114688,-37.82651475,7,0.9807239584624767,0.0074397465,-0.4203350406838581,0.2,0.0003,1.6930309534072876,-0.0010979032105751685,2580,0.0888916015625,16.278890378773212
