time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/loss,train/clip_fraction,train/entropy_loss,train/clip_range,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/n_updates
36,-87.73786275999998,453,16384,1,35.78,64.002197265625,0.128045654296875,-2.5520553306676446,0.2,0.011109658,0.0003,-0.011214850417945853,93.81980767548085,0.5722464025020599,680
33,-89.89276976000001,483,16384,1,35.08,50.71345520019531,0.135382080078125,-2.5517612863332033,0.2,0.011450888,0.0003,-0.011986273491220344,101.02713867127895,0.5682762265205383,690
34,-84.83227713999999,472,16384,1,37.85,52.042022705078125,0.130511474609375,-2.5489918413572012,0.2,0.011514968,0.0003,-0.011700133347858355,108.19364707171917,0.5699424147605896,700
35,-85.43927240000002,458,16384,1,35.94,46.675819396972656,0.122235107421875,-2.539696228504181,0.2,0.010689825,0.0003,-0.00990979823491216,118.79037344306707,0.5611387193202972,710
37,-87.90141060999999,440,16384,1,36.94,64.35192108154297,0.127630615234375,-2.536388377379626,0.2,0.011575958,0.0003,-0.012411423270714294,123.21433368623256,0.5372522175312042,720
35,-85.09728269999998,467,16384,1,40.5,43.51625442504883,0.13175048828125,-2.538306003343314,0.2,0.011023572,0.0003,-0.01242003467386894,118.26959738880396,0.5736922025680542,730
34,-82.7897912,477,16384,1,38.97,56.37879180908203,0.131390380859375,-2.5273149378597735,0.2,0.011391707,0.0003,-0.012202136941596109,131.1831345781684,0.5463635623455048,740
36,-85.69459243,445,16384,1,36.72,71.2891845703125,0.126995849609375,-2.5199664726853372,0.2,0.010507191,0.0003,-0.011757612885321577,141.60003956854342,0.5618911981582642,750
34,-82.09839635999998,481,16384,1,41.33,68.75520324707031,0.1353759765625,-2.5173489949665964,0.2,0.011344995,0.0003,-0.013409251198481797,149.37484406530857,0.5653820037841797,760
34,-86.44926964,476,16384,1,37.19,78.8799057006836,0.125738525390625,-2.5196847304701806,0.2,0.010329221,0.0003,-0.011839968236381537,149.6530197829008,0.5676582455635071,770
33,-78.50109678000001,490,16384,1,42.97,83.62007141113281,0.132232666015625,-2.5091128504835067,0.2,0.010965469,0.0003,-0.012891091078563477,153.22645186781884,0.5699790716171265,780
33,-79.70547498,490,16384,1,44.18,76.144775390625,0.131536865234375,-2.5014442752115427,0.2,0.011169691,0.0003,-0.013332794005737014,158.10552571117879,0.5788791179656982,790
34,-77.55859155,475,16384,1,43.6,80.92430877685547,0.129034423828125,-2.5023255669511855,0.2,0.010795821,0.0003,-0.012009601726185792,172.89192300438881,0.576941967010498,800
37,-80.37059969,434,16384,1,41.87,74.73604583740234,0.131085205078125,-2.497533716727048,0.2,0.010612758,0.0003,-0.011738613128363795,157.25222680568694,0.5943530201911926,810
34,-79.27325456,473,16384,1,40.62,65.85210418701172,0.1264404296875,-2.4934733316302298,0.2,0.010624169,0.0003,-0.012618823959746806,159.39817217290403,0.6025606989860535,820
33,-82.09303009,491,16384,1,40.97,62.97528839111328,0.127557373046875,-2.490900577325374,0.2,0.010928163,0.0003,-0.01209282449890452,154.60999157726764,0.5971030294895172,830
37,-78.12236528000001,434,16384,1,43.72,86.57320404052734,0.128759765625,-2.4905445407144726,0.2,0.01124062,0.0003,-0.013059537336039284,169.41869350075723,0.5818953812122345,840
35,-77.3893419,460,16384,1,45.97,97.16199493408203,0.128936767578125,-2.483284892886877,0.2,0.010920424,0.0003,-0.011111832778806275,157.44662917256355,0.6034141480922699,850
35,-80.50247875,466,16384,1,44.56,80.28252410888672,0.1369873046875,-2.480889274831861,0.2,0.01099029,0.0003,-0.012508399873513553,168.9362757027149,0.610517680644989,860
37,-73.59648624,441,16384,1,47.96,104.33381652832031,0.13370361328125,-2.4723383084870876,0.2,0.010810673,0.0003,-0.011960535566777253,180.39883407354355,0.6052292287349701,870
34,-69.97838344,478,16384,1,48.88,95.16976928710938,0.14091796875,-2.464391069766134,0.2,0.010852554,0.0003,-0.012757681269613385,200.31843580305576,0.60357466340065,880
34,-75.79061589,480,16384,1,46.84,67.03767395019531,0.1324462890625,-2.4621189000084995,0.2,0.010967148,0.0003,-0.012117274411230028,207.75212444365025,0.6121215224266052,890
37,-72.79011218000001,434,16384,1,46.57,93.44960021972656,0.129913330078125,-2.4627986286766825,0.2,0.011356346,0.0003,-0.012607399822991283,232.74053777456282,0.6005043983459473,900
36,-72.42274698,445,16384,1,48.94,95.68447875976562,0.140789794921875,-2.459784257039428,0.2,0.011393035,0.0003,-0.013385219710289675,229.8700493067503,0.628513365983963,910
31,-72.70583377,514,16384,1,47.82,69.86223602294922,0.128582763671875,-2.4517949083819985,0.2,0.0110251745,0.0003,-0.012708372320048511,224.8627550125122,0.633033812046051,920
31,-77.84695542,525,16384,1,44.43,93.78155517578125,0.130096435546875,-2.449982619099319,0.2,0.011058461,0.0003,-0.012439650805208657,221.76958931684493,0.658134937286377,930
37,-71.10922915,436,16384,1,48.69,68.80997467041016,0.145526123046875,-2.450366969872266,0.2,0.012075342,0.0003,-0.01276807231888597,210.47117779254913,0.6556822955608368,940
35,-73.49104796,466,16384,1,45.84,92.7720718383789,0.1298583984375,-2.443012958671898,0.2,0.011053038,0.0003,-0.01143007571272392,235.48156362473964,0.6267693042755127,950
31,-68.03006192,524,16384,1,51.06,139.9065704345703,0.141265869140625,-2.4396682375110688,0.2,0.011464271,0.0003,-0.01341803866907867,234.48118844926358,0.6383015513420105,960
35,-65.03433027,456,16384,1,54.15,114.43553161621094,0.135498046875,-2.437259917333722,0.2,0.011806188,0.0003,-0.013007054087847792,247.98893090784549,0.6479001045227051,970
36,-64.48232852000001,446,16384,1,51.53,85.09627532958984,0.145458984375,-2.422642657533288,0.2,0.011773341,0.0003,-0.012930931995288119,207.04925121665002,0.691909670829773,980
33,-66.93651866999998,486,16384,1,53.7,85.18563079833984,0.13941650390625,-2.4185280540958045,0.2,0.011627758,0.0003,-0.01201449994896393,241.3698099434376,0.673553466796875,990
34,-69.26485786999999,470,16384,1,51.21,79.76683807373047,0.14105224609375,-2.4113752942532303,0.2,0.011765088,0.0003,-0.01319900920798318,224.31140582859516,0.6788624227046967,1000
38,-70.54515753,426,16384,1,51.36,83.29698181152344,0.14031982421875,-2.4052404526621105,0.2,0.011990701,0.0003,-0.012768563856479887,242.57623197734355,0.6770251989364624,1010
36,-60.10279068,448,16384,1,56.53,129.79388427734375,0.14215087890625,-2.3990324730984867,0.2,0.011773735,0.0003,-0.012252465422534442,244.1009658664465,0.6723937690258026,1020
34,-58.652319860000006,470,16384,1,58.62,87.20185852050781,0.131781005859375,-2.395288017485291,0.2,0.011210609,0.0003,-0.011702899391093525,246.75078752040864,0.6766579449176788,1030
34,-59.581052629999995,474,16384,1,56.25,135.23959350585938,0.149212646484375,-2.381402824539691,0.2,0.011854045,0.0003,-0.013206537064434087,255.73662693500518,0.6718587875366211,1040
37,-62.12978553000001,440,16384,1,55.76,118.18150329589844,0.147296142578125,-2.3806741340085864,0.2,0.011846315,0.0003,-0.012395802276205358,256.4985100865364,0.6820105016231537,1050
31,-60.50537276000001,516,16384,1,55.54,155.96792602539062,0.14892578125,-2.3764361794106663,0.2,0.012230379,0.0003,-0.013757045192869554,270.2809619426727,0.6662572622299194,1060
33,-56.72274381000001,490,16384,1,56.13,87.42327880859375,0.144970703125,-2.369295486994088,0.2,0.012197848,0.0003,-0.012998810671433603,262.85814599394797,0.6850778460502625,1070
38,-59.901324830000014,429,16384,1,54.79,133.58815002441406,0.13275146484375,-2.371527476236224,0.2,0.011210732,0.0003,-0.011303221109665173,260.5605247855186,0.698418378829956,1080
34,-51.33359465,471,16384,1,55.56,118.99515533447266,0.142059326171875,-2.3627921911887824,0.2,0.011842368,0.0003,-0.012748185238160658,280.01610784828665,0.6734083890914917,1090
35,-56.04866852,466,16384,1,59.69,169.11378479003906,0.150994873046875,-2.3557597558945416,0.2,0.01261984,0.0003,-0.013168316077280907,268.84968194663526,0.704969584941864,1100
35,-48.100450540000004,455,16384,1,63.55,185.68019104003906,0.1352783203125,-2.3539209017530083,0.2,0.011273166,0.0003,-0.011614666547484376,291.30487106740475,0.6670615673065186,1110
35,-52.08903989999999,457,16384,1,63.78,182.36737060546875,0.140277099609375,-2.348859280254692,0.2,0.011639914,0.0003,-0.011452838177956438,274.3317281931639,0.6932630240917206,1120
33,-56.46561037000001,489,16384,1,58.92,141.04408264160156,0.151324462890625,-2.3469907900318505,0.2,0.011906609,0.0003,-0.012616832798357791,285.9741564303637,0.6935994327068329,1130
33,-52.856642539999996,485,16384,1,61.48,82.72660064697266,0.142327880859375,-2.3422659395262597,0.2,0.011351796,0.0003,-0.0111798410080155,291.1855975329876,0.6664592027664185,1140
35,-46.887452129999986,467,16384,1,64.78,121.49288177490234,0.144171142578125,-2.3402212443761528,0.2,0.011286827,0.0003,-0.012008266300563264,242.7567343145609,0.7026947736740112,1150
31,-48.641031149999996,519,16384,1,61.64,93.66437530517578,0.145166015625,-2.3349587832577527,0.2,0.011958409,0.0003,-0.012692046534903056,251.51167686879634,0.6846915781497955,1160
35,-53.29664179999999,467,16384,1,56.17,103.23886108398438,0.149786376953125,-2.329204852785915,0.2,0.01233157,0.0003,-0.012699067465928238,259.0782618582249,0.7183105051517487,1170
38,-49.827461189999994,424,16384,1,61.7,192.55043029785156,0.145294189453125,-2.3288925254717467,0.2,0.01187953,0.0003,-0.012385616930760079,280.60566304922105,0.7072990834712982,1180
32,-51.652938219999996,506,16384,1,58.76,166.61505126953125,0.153509521484375,-2.3277626736089587,0.2,0.012270255,0.0003,-0.01255017661205784,269.1369688123465,0.7115685641765594,1190
33,-36.722874329999996,482,16384,1,67.9,139.83412170410156,0.149725341796875,-2.3232944261282684,0.2,0.011641435,0.0003,-0.01213177860763608,269.76682444512846,0.7202516198158264,1200
37,-42.64287493999999,436,16384,1,64.28,109.52910614013672,0.13531494140625,-2.313659312855452,0.2,0.011536003,0.0003,-0.010894109826949716,290.0360190272331,0.7247744202613831,1210
33,-50.53857474,490,16384,1,61.95,132.90968322753906,0.14453125,-2.30216467063874,0.2,0.01163321,0.0003,-0.010407962278623017,269.40255356132985,0.7349065244197845,1220
33,-47.28417884,486,16384,1,61.97,142.81309509277344,0.153021240234375,-2.2947653150185943,0.2,0.012641097,0.0003,-0.012440577181951084,268.40518026053905,0.734978586435318,1230
37,-47.35572149000001,437,16384,1,61.35,91.88568115234375,0.1447509765625,-2.297944082506001,0.2,0.011401856,0.0003,-0.010836323146213545,236.32811271250247,0.7714884281158447,1240
35,-45.24259979999999,458,16384,1,62.21,179.0460205078125,0.1558837890625,-2.282812830619514,0.2,0.012006996,0.0003,-0.01249669638409614,240.66965926289558,0.7752930521965027,1250
30,-41.73754068,541,16384,1,66.71,107.38597869873047,0.15048828125,-2.288878010306507,0.2,0.011999309,0.0003,-0.011780650929904369,276.0737613320351,0.7389905154705048,1260
34,-46.58258452,475,16384,1,63.19,158.2318572998047,0.16375732421875,-2.280568799097091,0.2,0.012600254,0.0003,-0.011627377538979999,262.43342316746714,0.7461992800235748,1270
38,-46.05299206000001,427,16384,1,63.04,121.44662475585938,0.15240478515625,-2.283197047468275,0.2,0.011842562,0.0003,-0.011014325449286844,309.9390214830637,0.695294052362442,1280
33,-36.99064149,485,16384,1,66.81,127.31494903564453,0.152911376953125,-2.266398155037314,0.2,0.012042586,0.0003,-0.012506086575103836,287.6445171624422,0.7291437685489655,1290
34,-36.40501762,481,16384,1,68.63,175.23171997070312,0.138592529296875,-2.2740277385339143,0.2,0.011869099,0.0003,-0.010371207891876112,293.7877688974142,0.7336077392101288,1300
35,-39.96190918,467,16384,1,63.72,129.40843200683594,0.154986572265625,-2.2690102278254924,0.2,0.01241233,0.0003,-0.012303292526394217,285.92013769447806,0.7485691905021667,1310
34,-36.54192394,480,16384,1,66.6,135.23098754882812,0.1553466796875,-2.2678023762069643,0.2,0.012764352,0.0003,-0.011845348196402483,299.52561273574827,0.735145092010498,1320
31,-43.62570925000001,514,16384,1,63.96,212.9620361328125,0.14632568359375,-2.2687697920016943,0.2,0.011710442,0.0003,-0.010688834000939096,317.27886394560335,0.738178163766861,1330
35,-32.636606459999996,463,16384,1,65.75,126.20689392089844,0.156097412109375,-2.252036071475595,0.2,0.01215923,0.0003,-0.011661493829160463,291.6528248488903,0.7441267371177673,1340
36,-37.66474477,445,16384,1,67.73,102.73187255859375,0.1578125,-2.254748949315399,0.2,0.01241838,0.0003,-0.01214422382745397,309.55356646180155,0.7430984079837799,1350
30,-35.83313633,533,16384,1,66.87,75.09532165527344,0.1512451171875,-2.250228222552687,0.2,0.012179298,0.0003,-0.01194295025361498,301.6408216506243,0.7629913240671158,1360
30,-33.25347689999999,536,16384,1,69.86,161.5784912109375,0.1526611328125,-2.251615450065583,0.2,0.012493286,0.0003,-0.012123739665685206,296.29823019206526,0.7653298377990723,1370
37,-42.559290020000006,439,16384,1,63.26,144.0619354248047,0.158441162109375,-2.2438217720016835,0.2,0.013229697,0.0003,-0.01195245651579171,318.4293306529522,0.7398717999458313,1380
33,-23.101252099999996,483,16384,1,69.5,204.70220947265625,0.158355712890625,-2.238989557698369,0.2,0.01194274,0.0003,-0.01142371946179992,312.8688224941492,0.741572767496109,1390
34,-24.3853121,480,16384,1,70.69,120.50337219238281,0.155120849609375,-2.237728965561837,0.2,0.012178232,0.0003,-0.011739306482741085,313.1946633130312,0.750685840845108,1400
37,-26.124684619999996,432,16384,1,71.15,81.83361053466797,0.15535888671875,-2.2234339341521263,0.2,0.012248766,0.0003,-0.01162520055386267,328.1334952533245,0.743465006351471,1410
35,-17.153924760000002,462,16384,1,75.56,188.51402282714844,0.14932861328125,-2.223432024847716,0.2,0.012380606,0.0003,-0.011650449487933656,326.2459249138832,0.738701194524765,1420
34,-13.44534668,477,16384,1,75.05,164.9089813232422,0.153692626953125,-2.2100458000786602,0.2,0.012204594,0.0003,-0.010139284670276538,322.3973867624998,0.7377259135246277,1430
37,-25.411589909999996,440,16384,1,70.85,79.31594848632812,0.158197021484375,-2.2063276653178034,0.2,0.012014381,0.0003,-0.011682684854895342,295.06639512777326,0.753996729850769,1440
36,-24.022100490000003,444,16384,1,71.23,143.19461059570312,0.1501953125,-2.2006502959877254,0.2,0.011759558,0.0003,-0.011514957633517042,319.5901358991861,0.7645555883646011,1450
32,-18.636817410000003,498,16384,1,74.12,180.38404846191406,0.1607177734375,-2.194166055507958,0.2,0.012094613,0.0003,-0.011898673818723182,301.8876316279173,0.7716966718435287,1460
34,-18.072107440000003,479,16384,1,72.2,101.8643798828125,0.151220703125,-2.1922976817004383,0.2,0.011660561,0.0003,-0.010699591248339857,322.6470716953278,0.7633656114339828,1470
37,-29.52928773,436,16384,1,67.7,156.1446990966797,0.15059814453125,-2.186980061326176,0.2,0.012390029,0.0003,-0.011641028168924095,391.12483052015307,0.7183723449707031,1480
35,-19.59292823,467,16384,1,71.47,136.05380249023438,0.15509033203125,-2.178768736962229,0.2,0.011600224,0.0003,-0.011317400490042928,344.8250084966421,0.7410072982311249,1490
