time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/clip_range,train/loss
113,-81.21537374999998,31.19,867,6,98304,0.9109172821044922,0.0213363,-4.477313674800098,0.1893310546875,13.569687648303807,0.0003,0.00870280533335972,610,0.2,4.992403507232666
136,-80.97953603,31.45,842,7,114688,0.906221829354763,0.026321774,-4.446003005467356,0.17725830078125,14.547768933326006,0.0003,0.009499171950483287,620,0.2,8.773558616638184
8,-80.64413214999999,31.8,1982,1,16384,0.9173550233244896,0.018131277,-4.369143645372242,0.179486083984375,12.406791625358164,0.0003,0.007808640464463679,630,0.2,6.136292457580566
29,-80.38065445,31.93,1129,2,32768,0.9189153984189034,0.013006978,-4.314223114587366,0.1690673828125,12.523420808650553,0.0003,0.007730860371611925,640,0.2,9.814441680908203
48,-80.68082075000001,31.56,1009,3,49152,0.9224296286702156,0.01805527,-4.256887155678124,0.188116455078125,12.2391900613904,0.0003,0.00777567959330554,650,0.2,6.5897650718688965
68,-84.56454291000001,28.06,959,4,65536,0.9335881173610687,0.036620855,-4.271777490898967,0.19656982421875,10.45820097308606,0.0003,0.009977983846874849,660,0.2,7.799524307250977
89,-83.67280838999999,29.23,914,5,81920,0.7390784919261932,0.0700642,-4.167901808302849,0.17825927734375,36.40507770702243,0.0003,0.004762030526762828,670,0.2,17.714136123657227
110,-83.08082023000001,28.5,892,6,98304,0.7451558113098145,0.018378634,-4.1422083948738875,0.1692626953125,33.4364667929709,0.0003,-4.871834244113416e-06,680,0.2,16.182180404663086
133,-81.64605749,31.73,862,7,114688,0.7596071362495422,0.020968627,-4.082472855318338,0.1688232421875,31.201985749229788,0.0003,0.004263048819484539,690,0.2,11.328704833984375
7,-81.74987413000001,32.53,2065,1,16384,0.819065660238266,0.015345775,-4.0703064576722685,0.17474365234375,23.852048597112297,0.0003,0.004046418621328485,700,0.2,9.632952690124512
30,-81.32551756000001,32.16,1084,2,32768,0.8610551804304123,0.01561736,-4.032302987389267,0.167889404296875,20.291037151403724,0.0003,0.006232418198305822,710,0.2,8.532855033874512
55,-81.10186806,31.48,891,3,49152,0.8910723030567169,0.055050906,-4.045023568999023,0.187615966796875,15.885678728111088,0.0003,0.006357471174760576,720,0.2,5.931680202484131
75,-80.40326735,32.11,864,4,65536,0.8596481382846832,0.015754761,-3.9302482923492787,0.1759033203125,22.088000354357064,0.0003,0.008349074321449735,730,0.2,8.125984191894531
97,-80.50310051000001,31.71,843,5,81920,0.8786245584487915,0.017450962,-3.9161458048969506,0.179058837890625,18.999374016933142,0.0003,0.010339177164314605,740,0.2,9.075547218322754
119,-79.68704364000001,32.09,821,6,98304,0.893155612051487,0.021388764,-3.831515028141439,0.179241943359375,17.58607164528221,0.0003,0.012524700823723834,750,0.2,7.744075775146484
140,-80.22187841,32.14,815,7,114688,0.891179583966732,0.024905266,-3.7947845812886953,0.176641845703125,17.88691559843719,0.0003,0.010108254156421026,760,0.2,6.8028645515441895
8,-80.71372591,31.52,2006,1,16384,0.9103092178702354,0.024891427,-3.7059266210533677,0.198822021484375,14.669722046330572,0.0003,0.01820815468854562,770,0.2,5.900833606719971
31,-80.90865282,30.88,1045,2,32768,0.8987755849957466,0.024505673,-3.6771426788531243,0.195428466796875,16.53948407806456,0.0003,0.01566319737557933,780,0.2,6.704198837280273
55,-79.98493679,31.47,883,3,49152,0.9008156284689903,0.041551806,-3.6188629237934946,0.207501220703125,16.200988003984094,0.0003,0.022249003085562435,790,0.2,8.05639934539795
78,-79.52958349,32.02,839,4,65536,0.8674589842557907,0.021524133,-3.591548245958984,0.15635986328125,21.068731974810362,0.0003,0.007610101247792045,800,0.2,10.068161010742188
100,-79.33682184999999,32.19,818,5,81920,0.8946273773908615,0.041354228,-3.5426174133084714,0.19688720703125,16.961422946304083,0.0003,0.014248563953060511,810,0.2,6.12175989151001
121,-79.52253529000001,31.55,812,6,98304,0.8988176584243774,0.04275039,-3.4914293478243055,0.211370849609375,16.77731197848916,0.0003,0.013885055176660898,820,0.2,8.509360313415527
143,-79.45887649000001,32.3,800,7,114688,0.892829641699791,0.023792382,-3.386600403022021,0.20269775390625,16.74050520565361,0.0003,0.015947511096328526,830,0.2,5.563844203948975
8,-78.25496032999999,32.64,2000,1,16384,0.8984363824129105,0.034547593,-3.2997572778724136,0.183172607421875,16.427229620702565,0.0003,0.016119393260032665,840,0.2,10.483742713928223
33,-79.25594356999999,32.14,982,2,32768,0.9093920215964317,0.024741186,-3.2513480009511113,0.2046630859375,14.980255233123899,0.0003,0.01892469841568527,850,0.2,11.654325485229492
54,-79.37516966999999,31.65,899,3,49152,0.915829136967659,0.037769057,-3.229209896828979,0.20198974609375,13.900521854870021,0.0003,0.02334202449874283,860,0.2,5.7395339012146
75,-79.58303024,31.93,869,4,65536,0.8958397805690765,0.02714672,-3.2158854314126075,0.172308349609375,16.990713859908283,0.0003,0.010374892845356953,870,0.2,8.978970527648926
96,-80.12941189999998,31.28,850,5,81920,0.9128137528896332,0.0427399,-3.1393681007437406,0.17545166015625,14.002411739900708,0.0003,0.011615495559271948,880,0.2,7.02447509765625
117,-79.14583059,33.05,833,6,98304,0.8763760700821877,0.023182258,-3.0710355680435897,0.183441162109375,20.66199193932116,0.0003,0.008850583439470937,890,0.2,7.032194137573242
143,-79.89118066,33.01,800,7,114688,0.9020009189844131,0.04198195,-3.065185934212059,0.197210693359375,16.147586906328797,0.0003,0.012853147322766744,900,0.2,3.8472211360931396
8,-78.69969744,33.03,1989,1,16384,0.889328770339489,0.032058828,-3.0433239901438354,0.198095703125,18.57535370066762,0.0003,0.015973567517903575,910,0.2,7.8104705810546875
30,-78.68384397,32.5,1087,2,32768,0.9187545254826546,0.26869908,-3.0053778815083207,0.219659423828125,13.292540091462433,0.0003,0.016306258648091897,920,0.2,9.993555068969727
50,-79.45463373,32.11,969,3,49152,0.9150933250784874,0.30793166,-2.927467770408839,0.224163818359375,13.840828608721495,0.0003,0.01583141948804041,930,0.2,6.06229305267334
71,-77.69331805,33.03,922,4,65536,0.9192548021674156,0.4595455,-2.9338060980662704,0.2484619140625,13.399104294739663,0.0003,0.017241933114064523,940,0.2,7.425956726074219
92,-78.77879993,33.37,888,5,81920,0.8987399861216545,0.10568501,-2.897530331555754,0.194049072265625,16.829616338387133,0.0003,0.010044978211135458,950,0.2,5.47746467590332
113,-78.41536966999999,33.47,865,6,98304,0.9051065072417259,0.038868953,-2.8943045673891903,0.19105224609375,15.82938000150025,0.0003,0.012106649357974675,960,0.2,4.76123046875
140,-78.84837060999999,33.43,817,7,114688,0.9068105891346931,0.038961016,-2.842390751745552,0.193096923828125,15.555119697004557,0.0003,0.013301110787415383,970,0.2,7.379361629486084
8,-79.28823413,33.21,1983,1,16384,0.9237290099263191,0.04799425,-2.801335079781711,0.212286376953125,13.044864327460527,0.0003,0.01729628132543439,980,0.2,5.3911261558532715
28,-78.86819657999999,33.71,1145,2,32768,0.931175097823143,0.05905477,-2.8073029619641603,0.2006591796875,11.447244104836136,0.0003,0.01443166363014825,990,0.2,5.077627658843994
58,-78.04308918000001,33.92,833,3,49152,0.9255009964108467,0.03769748,-2.7730161352083087,0.195233154296875,12.565357374027371,0.0003,0.01771113918885021,1000,0.2,7.815659046173096
81,-78.04073328,34.5,804,4,65536,0.9226387664675713,0.04590883,-2.728812130074948,0.196087646484375,13.542537200264633,0.0003,0.016369448740670124,1010,0.2,5.867728233337402
101,-78.34880954,33.86,806,5,81920,0.9280257672071457,0.029523365,-2.7144076011143623,0.194512939453125,12.517155920527875,0.0003,0.01747164302805686,1020,0.2,5.749504566192627
121,-78.23397602,34.4,806,6,98304,0.9146493971347809,0.030052666,-2.6811061820946636,0.182781982421875,13.999712834320963,0.0003,0.01599176169884231,1030,0.2,7.571126461029053
141,-78.56289863,33.85,809,7,114688,0.9297219291329384,0.03217061,-2.622542091179639,0.205584716796875,11.678003964200617,0.0003,0.02084336832012923,1040,0.2,4.206535816192627
8,-77.51525815,34.39,2044,1,16384,0.9373681172728539,0.0261698,-2.6021163498051463,0.193402099609375,10.914912880025804,0.0003,0.01631918144030351,1050,0.2,5.436480522155762
28,-77.90735963999998,34.22,1145,2,32768,0.9395000711083412,0.13710773,-2.519129053503275,0.22476806640625,10.442437973432243,0.0003,0.04105190643267633,1060,0.2,6.458887577056885
49,-77.97208954,34.18,987,3,49152,0.9363745674490929,0.024858555,-2.4818965192884206,0.196856689453125,10.843145330622793,0.0003,0.017196786686417907,1070,0.2,5.863442420959473
70,-77.93983595,34.25,924,4,65536,0.9400779008865356,0.037467066,-2.4599082143977284,0.207928466796875,10.425393760949373,0.0003,0.017391641787617117,1080,0.2,5.4484405517578125
91,-79.18410264,34.37,899,5,81920,0.952795684337616,0.034457088,-2.391429999424145,0.193597412109375,7.855727312993258,0.0003,0.015643289574381925,1090,0.2,3.7472152709960938
111,-79.71703131000001,35.54,884,6,98304,0.9558931216597557,0.027607018,-2.48156060827896,0.2002685546875,7.482157296780497,0.0003,0.01509870943605165,1100,0.2,4.327604293823242
131,-79.14491806,35.9,873,7,114688,0.9607187174260616,0.037723567,-2.5136291555128993,0.202728271484375,6.887993823550642,0.0003,0.01590485157257717,1110,0.2,3.333099126815796
7,-80.18983948,35.81,2084,1,16384,0.9558414034545422,0.031488255,-2.4539194371551276,0.187506103515625,7.497188037168234,0.0003,0.026099375450758088,1120,0.2,2.091585636138916
27,-79.20073197,35.62,1170,2,32768,0.9577773734927177,0.034619585,-2.41994599821046,0.1952392578125,7.175520392879844,0.0003,0.013600804953330225,1130,0.2,2.7912003993988037
48,-82.08440573,35.44,1023,3,49152,0.9583672471344471,0.16814485,-2.385161396628246,0.209173583984375,7.174650647258386,0.0003,0.006542401330898428,1140,0.2,3.5157155990600586
68,-85.93361716,33.43,954,4,65536,0.8189299255609512,0.04398685,-2.473167345393449,0.210198974609375,28.61708478294313,0.0003,0.012464609489143186,1150,0.2,9.659729957580566
91,-82.48587589,35.23,891,5,81920,0.707168459892273,0.041094415,-2.5437172424979506,0.2069091796875,44.916595509648324,0.0003,0.013911648322391557,1160,0.2,28.241613388061523
113,-79.32202437000001,36.87,868,6,98304,0.8242035657167435,0.040213693,-2.453949375404045,0.221905517578125,24.358896640129387,0.0003,0.013649583535152488,1170,0.2,16.148719787597656
133,-78.90815951999998,36.3,858,7,114688,0.9391127340495586,0.049720544,-2.3955700788646936,0.23052978515625,8.606867938861251,0.0003,0.02058650488006606,1180,0.2,2.806537628173828
7,-79.53572255,35.88,2061,1,16384,0.9305086135864258,0.035320435,-2.3510582184884696,0.20885009765625,11.62080621123314,0.0003,0.011787790626385686,1190,0.2,7.040679454803467
28,-77.82983334000001,37.03,1161,2,32768,0.941446591168642,0.04823817,-2.2741081765387205,0.193414306640625,10.17724162330851,0.0003,0.013149724409868214,1200,0.2,2.182041883468628
48,-78.27529389000001,36.55,1010,3,49152,0.9448258280754089,0.029471667,-2.232235238933936,0.197125244140625,9.425082913134247,0.0003,0.015403646427512286,1210,0.2,5.943626880645752
69,-78.24928795,37.59,948,4,65536,0.915354534983635,0.04026401,-2.190463993838057,0.19981689453125,14.748495006281882,0.0003,0.010134019753149915,1220,0.2,4.30063009262085
92,-82.51827097000002,36.49,883,5,81920,0.9261317402124405,0.07585733,-2.2195863514207304,0.23582763671875,13.11993864402175,0.0003,0.013557823944620396,1230,0.2,4.211332321166992
115,-80.33309681000001,37.56,853,6,98304,0.816781297326088,0.097235985,-2.290104057593271,0.23924560546875,33.0595790669322,0.0003,0.02583910433913843,1240,0.2,18.682655334472656
136,-78.73493582,36.46,838,7,114688,0.832360714673996,0.18371913,-2.2482053250540046,0.238275146484375,29.56842451747507,0.0003,0.027739366467721994,1250,0.2,16.544370651245117
8,-77.44183801999999,36.32,1992,1,16384,0.9026625007390976,0.12776248,-2.153235299792141,0.20711669921875,16.17700273040682,0.0003,0.01669009262259351,1260,0.2,18.470077514648438
29,-77.12244608,36.48,1108,2,32768,0.8910609558224678,0.02682681,-2.0660856168717148,0.173455810546875,19.384713831357658,0.0003,0.011059690245929232,1270,0.2,13.832286834716797
51,-77.36146363,36.31,962,3,49152,0.9079201817512512,0.11818201,-2.0222401747014374,0.18447265625,16.80735899005085,0.0003,0.008983935442120127,1280,0.2,6.258321285247803
75,-76.83216538999999,36.99,869,4,65536,0.9089996516704559,0.15846765,-2.079027541447431,0.186639404296875,17.209856311418115,0.0003,0.018120838767481474,1290,0.2,14.34124755859375
95,-77.21093899,37.0,856,5,81920,0.9019862040877342,0.16294499,-2.11524917636998,0.160064697265625,18.663762919232248,0.0003,0.014980252349232615,1300,0.2,9.973219871520996
116,-77.2338725,36.64,846,6,98304,0.9224960207939148,0.40411922,-2.064892892213538,0.229620361328125,13.492026401869953,0.0003,0.024253211618452043,1310,0.2,6.465712547302246
136,-76.30374888,37.74,840,7,114688,0.8929454460740089,0.067483775,-2.1022595482412725,0.195281982421875,19.214612612687052,0.0003,0.020342174439156223,1320,0.2,6.652273178100586
8,-76.29637534000001,37.32,1894,1,16384,0.8782669231295586,0.14335223,-2.0813184378668668,0.19884033203125,23.134498745389283,0.0003,0.02212180134611117,1330,0.2,12.577871322631836
30,-75.63868321999999,37.52,1061,2,32768,0.8835040852427483,0.09884139,-2.029457282042131,0.23072509765625,22.289807184040548,0.0003,0.033851154572130324,1340,0.2,10.742059707641602
53,-74.75914669000001,37.41,924,3,49152,0.9003598466515541,0.042986743,-1.9907044826075435,0.160699462890625,19.33474237807095,0.0003,0.012724736785639835,1350,0.2,5.650434970855713
74,-75.18212808,37.93,880,4,65536,0.932948961853981,0.85748935,-1.9478265846148133,0.264251708984375,12.583253093808889,0.0003,0.07801655961470715,1360,0.2,4.823694229125977
97,-74.96838082000001,37.98,843,5,81920,0.9012016281485558,0.71776104,-1.8730374367441982,0.2523193359375,18.29655881859362,0.0003,0.03523439069322194,1370,0.2,6.332269668579102
120,-74.25618985,38.27,818,6,98304,0.9107460007071495,0.7769745,-1.9162403084803372,0.243646240234375,16.721446844562887,0.0003,0.063715221250186,1380,0.2,4.075061798095703
141,-75.5330882,37.58,808,7,114688,0.9278348907828331,0.5497686,-1.9148814609274267,0.2011962890625,13.1625596283935,0.0003,0.0005728596519929852,1390,0.2,5.087285995483398
8,-74.55536957,38.21,1990,1,16384,0.9256360828876495,0.6747119,-1.8324237262830139,0.2645751953125,13.846549046598374,0.0003,0.05577271502515942,1400,0.2,7.510507583618164
29,-75.44766195000001,37.34,1126,2,32768,0.9283594787120819,0.33587468,-1.744888029107824,0.239251708984375,12.975919327232987,0.0003,0.031878518546182025,1410,0.2,5.032395839691162
49,-75.43976281,37.11,989,3,49152,0.9268853440880775,0.1580208,-1.8053290917072444,0.18675537109375,15.278778631612658,0.0003,0.027976786739873204,1420,0.2,5.519168853759766
