time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,train/value_loss,train/loss,train/clip_range,train/explained_variance,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/entropy_loss
98304,14.99,521,-82.78154188,188,6,0.942282582167536,0.5873242616653442,0.2,0.9898667959496379,0.0003,0.11888427734375,0.008708214,540,0.002569132222015469,-3.5911092397756876
114688,14.95,621,-82.74707492000002,184,7,0.9801598499296234,0.6528014540672302,0.2,0.9892585575580597,0.0003,0.119500732421875,0.008925115,550,0.00244906557354625,-3.5800168165937065
16384,14.96,48,-82.79921958999999,338,1,0.9633960476145148,0.32837507128715515,0.2,0.9891494642943144,0.0003,0.114501953125,0.011094539,560,0.003914884681080366,-3.5807357038371266
32768,15.01,143,-82.7251079,228,2,0.9190849921316839,0.5304602980613708,0.2,0.9898589542135596,0.0003,0.115008544921875,0.009918035,570,0.0021664162152774226,-3.5158912651240826
49152,15.04,231,-82.57170690999999,211,3,0.9909140784293413,0.6325322985649109,0.2,0.9891904918476939,0.0003,0.11661376953125,0.0126731135,580,0.0027913964008803305,-3.5255898027680814
65536,14.79,323,-82.94430204999999,202,4,0.9417641805834137,0.6042618155479431,0.2,0.9898452879860997,0.0003,0.113031005859375,0.0084538795,590,0.00234882416216351,-3.413935193605721
81920,15.03,414,-82.57965741,197,5,0.9386583725572564,0.38545137643814087,0.2,0.9893498430028558,0.0003,0.135589599609375,0.011341782,600,0.00017146416548712294,-3.2561353425495327
98304,15.08,506,-82.54519038000001,194,6,0.9342855350347236,0.38421496748924255,0.2,0.9897776693105698,0.0003,0.100439453125,0.006719892,610,0.0026423544398312517,-3.165835689473897
114688,14.85,589,-82.79090104,194,7,0.8985554685466923,0.4128938913345337,0.2,0.9901510672643781,0.0003,0.1079345703125,0.007956186,620,0.001632748100291792,-3.1905029228888453
16384,14.79,47,-82.84090103999999,343,1,0.9032076940638945,0.4282557964324951,0.2,0.9899561023339629,0.0003,0.10250244140625,0.008826578,630,0.002542763764085976,-3.1128305269405248
32768,14.9,133,-82.65795053,244,2,0.8935587996500545,0.21147850155830383,0.2,0.9898935183882713,0.0003,0.1175048828125,0.013160322,640,0.0021581992819847073,-3.0264659685082735
49152,14.84,231,-82.83635156,211,3,0.8845732480054721,0.6770963072776794,0.2,0.9900527773424983,0.0003,0.113726806640625,0.008309106,650,0.0038128190700263075,-3.004985993076116
65536,14.83,305,-82.88394674,214,4,0.9207487263833173,0.49970585107803345,0.2,0.9898292860016227,0.0003,0.07833251953125,0.008826241,660,0.00132415898169711,-2.958558038249612
81920,14.89,393,-82.78697972,208,5,0.8967859144788235,0.3777328431606293,0.2,0.9903836771845818,0.0003,0.09107666015625,0.010562036,670,0.0026694837677951,-2.879618243034929
98304,14.98,465,-82.85765185,211,6,0.8792662836844102,0.47028833627700806,0.2,0.9903525449335575,0.0003,0.086456298828125,0.01246929,680,0.0016034863670029154,-2.7733243726193906
114688,15.01,548,-82.64947972,209,7,0.8961109847179614,0.31880316138267517,0.2,0.9899669261649251,0.0003,0.074420166015625,0.009550128,690,0.002852494261423999,-2.788178203441203
16384,14.95,53,-82.64670689999998,306,1,0.8623780062189326,0.5390846133232117,0.2,0.9904604824259877,0.0003,0.080572509765625,0.007295726,700,0.0031461088982723596,-2.7928022985346614
32768,15.06,130,-82.53269038999998,250,2,0.8035220165387728,0.5542431473731995,0.2,0.9907752024009824,0.0003,0.10245361328125,0.014378723,710,0.003199731392578542,-2.8101674020290375
49152,15.22,232,-83.13938453,211,3,0.7969763490953483,0.4012506604194641,0.2,0.9909778013825417,0.0003,0.121954345703125,0.012521051,720,-0.0025571472678166175,-2.870525008905679
65536,14.94,307,-82.70554572,213,4,0.8965656560962089,0.3536074459552765,0.2,0.9901384506374598,0.0003,0.139520263671875,0.07192324,730,0.007864797320507932,-2.7874879144132136
81920,15.03,408,-82.56223987999999,200,5,0.8608751154039055,0.36543795466423035,0.2,0.9903984870761633,0.0003,0.0781005859375,0.0071319947,740,0.005451768354760134,-2.848562081903219
98304,15.1,489,-82.45706222000001,200,6,0.8082421475439332,0.44734883308410645,0.2,0.9910773457959294,0.0003,0.087872314453125,0.009306917,750,0.004537259394510329,-2.8456366719678043
114688,15.08,571,-82.50617392,200,7,0.7891839637770317,0.39003849029541016,0.2,0.9912622012197971,0.0003,0.1092041015625,0.017412497,760,0.004529498658121156,-2.796575927361846
16384,14.98,51,-82.60554571,319,1,0.862441273604054,0.43150079250335693,0.2,0.9904621839523315,0.0003,0.119818115234375,0.013585677,770,0.0029721211379182934,-2.733635579794645
32768,15.11,129,-82.51501269,252,2,0.8085939412354491,0.3859163224697113,0.2,0.9908278668299317,0.0003,0.09345703125,0.014020389,780,0.005143220863283204,-2.7178795736283066
49152,14.96,229,-82.69885153999999,213,3,0.8131404509069398,0.20486021041870117,0.2,0.9911090638488531,0.0003,0.10174560546875,0.01321917,790,0.0035798584107396892,-2.7050877790898085
65536,15.01,304,-82.66841372,215,4,0.8414188673719764,0.4564576745033264,0.2,0.9906565779820085,0.0003,0.116375732421875,0.018401487,800,0.010378864693029755,-2.6820063569582997
81920,15.0,403,-82.68760787000001,203,5,0.879637849330902,0.4957333505153656,0.2,0.9901828290894628,0.0003,0.1036865234375,0.013510398,810,0.007272492173160572,-2.668508603051305
98304,14.94,479,-82.77725252,204,6,0.9566492582089268,0.4043503403663635,0.2,0.9895291607826948,0.0003,0.11165771484375,0.016035084,820,0.007043647835234879,-2.657333675213158
114688,15.22,579,-82.65173217,197,7,0.9591893717763014,0.6254530549049377,0.2,0.989300761371851,0.0003,0.09398193359375,0.009522906,830,0.005303675691357057,-2.6620203156024216
16384,15.19,42,-82.56752536,381,1,1.0470699511934072,0.5950075387954712,0.2,0.9884281819686294,0.0003,0.117913818359375,0.015584346,840,0.007571876732072269,-2.600508265569806
32768,15.19,129,-82.49189719999998,252,2,1.0050095107173547,0.7025929093360901,0.2,0.988637906499207,0.0003,0.108154296875,0.015951626,850,0.006156461162572668,-2.5765503167174755
49152,15.17,222,-82.70262050000001,220,3,1.0049126980709844,0.6177443265914917,0.2,0.9887462742626667,0.0003,0.094097900390625,0.012528313,860,0.006356793906797975,-2.5063919057138264
65536,15.1,305,-82.76449235,214,4,1.125360651081428,0.46742501854896545,0.2,0.9875991521403193,0.0003,0.1040771484375,0.012416126,870,0.006821891199797392,-2.5196660247631373
81920,15.2,402,-82.61145930999999,203,5,1.101481639558915,0.5410702228546143,0.2,0.9873850084841251,0.0003,0.108721923828125,0.013815593,880,0.004629602378554409,-2.514558479283005
98304,15.24,481,-82.57762051999998,203,6,1.2258134707110002,0.745401918888092,0.2,0.986306868493557,0.0003,0.11927490234375,0.016577587,890,0.0049104330719274,-2.481739521585405
114688,15.41,575,-82.52406712,199,7,1.3021178278839216,0.6913503408432007,0.2,0.9852637806907296,0.0003,0.090570068359375,0.018396806,900,0.005411748758160684,-2.3796214021742346
16384,15.39,45,-82.47369916,359,1,1.590674333111383,0.406366765499115,0.2,0.9827464446425438,0.0003,0.0958251953125,0.0111134015,910,0.005423860805967707,-2.40412084357813
32768,15.28,134,-82.67066618000001,243,2,1.6169885644922033,0.6856638193130493,0.2,0.9822432827204466,0.0003,0.0974365234375,0.015873615,920,0.004431764175933495,-2.36410715803504
49152,15.56,225,-82.46988561999999,218,3,2.033223793678917,1.0445390939712524,0.2,0.9778161402791739,0.0003,0.093963623046875,0.00981339,930,0.003712395737238694,-2.3807725267484785
65536,15.48,315,-82.64859443000002,207,4,2.284514285926707,1.0438196659088135,0.2,0.9751546140760183,0.0003,0.121868896484375,0.020955443,940,0.005584479282788379,-2.3152686186134814
81920,15.75,409,-82.30283605000001,199,5,2.022816178249195,0.8598294854164124,0.2,0.9776658304035664,0.0003,0.098541259765625,0.01216709,950,0.004017095591734687,-2.260997885558754
98304,15.64,499,-82.41596424000001,196,6,2.114710923586972,1.4045779705047607,0.2,0.9769806433469057,0.0003,0.113714599609375,0.01868493,960,0.0012554952529171715,-2.1211630333215
114688,15.72,596,-82.47753841,192,7,2.5027996414806695,1.9067014455795288,0.2,0.9719832092523575,0.0003,0.097943115234375,0.012390418,970,0.0023709792935733276,-2.1849209152627735
16384,15.45,52,-82.62489717,310,1,2.2135463061742486,1.4219954013824463,0.2,0.9757646284997463,0.0003,0.09844970703125,0.024716653,980,0.006893248972664879,-2.1474086468108
32768,15.4,139,-82.68353409,235,2,2.25831058670301,0.8332556486129761,0.2,0.975131107494235,0.0003,0.12198486328125,0.087657064,990,0.009267603466469154,-2.183513045730069
49152,15.38,226,-82.65701761,217,3,1.4659626576816662,0.8459195494651794,0.2,0.9834070708602667,0.0003,0.1161865234375,0.021969737,1000,0.011481064459985646,-2.1704057862516493
65536,15.85,309,-82.30384292,211,4,1.5536147510865703,0.3679015040397644,0.2,0.9824313595890999,0.0003,0.109942626953125,0.028269574,1010,0.004968678409568383,-2.057493310654536
81920,15.57,403,-82.48881953,203,5,1.8679049426456913,0.9098052382469177,0.2,0.9763396698981524,0.0003,0.121331787109375,0.016082343,1020,0.003872570881549109,-1.9372003316879272
98304,15.78,489,-82.409638,200,6,2.0575101671740414,1.1657211780548096,0.2,0.9773285631090403,0.0003,0.10633544921875,0.061005168,1030,0.004900780230855162,-1.8638386463746428
114688,15.75,571,-82.32605935,200,7,2.745080934651196,2.0136988162994385,0.2,0.9681416936218739,0.0003,0.0973388671875,0.052727755,1040,0.0021962182414426933,-1.8260346410330386
16384,15.75,55,-82.39650985,295,1,2.9325807292712853,3.0291202068328857,0.2,0.9678415656089783,0.0003,0.1233154296875,0.031309925,1050,0.005877642302948516,-1.8531309688463806
32768,16.12,125,-82.26225837999999,261,2,3.0464319312013686,2.2902278900146484,0.2,0.9659885205328465,0.0003,0.1117919921875,0.03622505,1060,0.009531154847900325,-1.7578454785048963
49152,15.57,232,-82.55006323999999,211,3,3.74879912273027,1.760107398033142,0.2,0.9595785215497017,0.0003,0.111773681640625,0.0771794,1070,0.0008198217654353356,-1.7486111651640386
65536,15.63,312,-82.54096422,209,4,2.508910840423778,1.3574919700622559,0.2,0.9708500374108553,0.0003,0.09903564453125,0.043095767,1080,0.006748796213832975,-1.6250538059975952
81920,15.92,405,-82.43563413,202,5,3.2471069190418347,1.0652778148651123,0.2,0.9651490449905396,0.0003,0.088665771484375,0.010116326,1090,0.003999593225944409,-1.541243404103443
98304,16.46,494,-82.13041182,198,6,3.8934431691654026,1.2396224737167358,0.2,0.9565441310405731,0.0003,0.1049560546875,0.027913567,1100,0.0055169079347251685,-1.578837414132431
114688,15.94,575,-82.27010113,199,7,3.457405962003395,1.7003554105758667,0.2,0.9622775167226791,0.0003,0.118853759765625,0.029394422,1110,0.006513284056882185,-1.560241224244237
16384,16.1,52,-82.35289918000001,310,1,3.683185232616961,2.5460610389709473,0.2,0.9599301591515541,0.0003,0.116827392578125,0.014039397,1120,0.008380003822958315,-1.6068856977391988
32768,15.84,128,-82.38045646,254,2,3.7260115770157425,2.738367795944214,0.2,0.9600441381335258,0.0003,0.119097900390625,0.026764551,1130,0.005316890941321617,-1.6085225115530193
49152,15.56,215,-82.43149724999999,228,3,4.320957599906251,1.8258439302444458,0.2,0.9547486044466496,0.0003,0.1153076171875,0.042055186,1140,-0.0008693831280652375,-1.5841653399169444
65536,16.01,300,-82.22109725,217,4,3.864728991826996,1.345125436782837,0.2,0.959569476544857,0.0003,0.118743896484375,0.08689178,1150,0.011592928054960793,-1.4266653638333082
81920,15.67,389,-82.71607419,210,5,3.721257268078625,1.5582512617111206,0.2,0.9598920121788979,0.0003,0.127984619140625,0.01479543,1160,0.008060257302713581,-1.438815323356539
98304,16.34,487,-82.26399049000001,201,6,4.886742448341101,3.300269603729248,0.2,0.9466005824506283,0.0003,0.1248291015625,0.05378163,1170,0.0003810483299275802,-1.4893210179638117
114688,16.26,563,-82.28470115,203,7,3.735189505852759,1.6969925165176392,0.2,0.9603246301412582,0.0003,0.15699462890625,0.15966755,1180,0.02024912358192523,-1.4997117745690047
16384,15.95,52,-82.35885739999999,310,1,4.019005939969793,1.9528717994689941,0.2,0.957913227379322,0.0003,0.107598876953125,0.03217893,1190,0.0017436160968827608,-1.5809488543774932
32768,16.28,127,-82.18281668,257,2,3.490389969665557,1.5061514377593994,0.2,0.9625357985496521,0.0003,0.131024169921875,0.023925226,1200,0.0068665977124965135,-1.5693509341683238
49152,16.4,224,-82.2779678,218,3,4.195900003053248,2.4727745056152344,0.2,0.9557852186262608,0.0003,0.13143310546875,0.019679703,1210,0.008422058255018783,-1.6001258371863514
65536,16.4,311,-82.30779193999999,210,4,3.6553585811983793,1.509224534034729,0.2,0.9618802517652512,0.0003,0.14349365234375,0.040472135,1220,0.00918520717705178,-1.6219650249462574
81920,16.27,402,-82.08951088999999,203,5,3.6519006229005755,1.9147841930389404,0.2,0.9620953947305679,0.0003,0.149786376953125,0.038738735,1230,0.024491717481578235,-1.640937289968133
98304,19.83,494,-88.53288357999998,198,6,3.6148699186276643,1.859085202217102,0.2,0.9618124328553677,0.0003,0.18251953125,0.08679299,1240,0.00953475449605321,-1.6562086875084787
114688,19.25,585,-85.74397104000002,195,7,7.591394562181085,4.507522106170654,0.2,0.8525435030460358,0.0003,0.15587158203125,0.03214317,1250,0.006088488582099672,-2.0415370869915934
16384,16.47,51,-82.25657489,317,1,7.873594102449715,4.106931686401367,0.2,0.9034820944070816,0.0003,0.174798583984375,0.029257128,1260,0.001303814559651073,-1.8728401992935688
32768,16.02,139,-82.46715248000001,235,2,4.2781826081685725,1.7254562377929688,0.2,0.9333129897713661,0.0003,0.122747802734375,0.02186765,1270,0.009637353771086054,-1.5586973122321068
49152,16.88,237,-81.72215655000001,207,3,4.001489867130294,1.818597435951233,0.2,0.9566284827888012,0.0003,0.12864990234375,0.1108391,1280,0.015870735436965332,-1.541696625156328
65536,16.81,326,-82.02859054000001,200,4,4.801809047162533,2.3660380840301514,0.2,0.9502852186560631,0.0003,0.12091064453125,0.013918735,1290,0.004955054015499627,-1.5161753472406416
81920,16.43,418,-82.10551962,195,5,4.373853830015287,2.8744306564331055,0.2,0.9539723172783852,0.0003,0.122808837890625,0.025925178,1300,0.008026041518041893,-1.5191073573660105
98304,16.68,509,-81.86106528999998,193,6,4.982669682241976,2.602344274520874,0.2,0.9494604915380478,0.0003,0.106982421875,0.013842423,1310,0.008637678092600253,-1.4679767490830273
114688,16.09,596,-82.36702349000001,192,7,4.668683872744441,2.7382357120513916,0.2,0.9508838504552841,0.0003,0.125604248046875,0.023660572,1320,0.0018511590550133405,-1.4975668651051819
16384,16.57,47,-81.83658559,342,1,4.389617471164092,1.6767815351486206,0.2,0.9549833200871944,0.0003,0.135321044921875,0.02126164,1330,0.008993917732414047,-1.3863054881803691
32768,20.58,135,-87.23710585,241,2,4.0738775439560415,2.2086596488952637,0.2,0.9575541280210018,0.0003,0.216497802734375,0.25490144,1340,0.003865843743096775,-1.4894368646666407
49152,19.46,225,-85.90261479,217,3,8.378553667850792,3.77060604095459,0.2,0.8604532331228256,0.0003,0.16744384765625,0.018208481,1350,0.011084935983217293,-1.706700348155573
65536,20.58,319,-86.26737980999998,204,4,7.600887096114457,5.6601338386535645,0.2,0.9122373536229134,0.0003,0.166827392578125,0.03964285,1360,0.010014842733653495,-1.5646030488889664
81920,18.94,407,-83.82516938999999,200,5,11.061278213839978,3.792689323425293,0.2,0.8641716688871384,0.0003,0.148699951171875,0.022047883,1370,0.0073111726263505265,-1.6130102164577693
98304,17.29,503,-82.89184550000002,195,6,7.574673037510365,2.578028678894043,0.2,0.9119632393121719,0.0003,0.13865966796875,0.036142826,1380,0.012034351612692262,-1.4366824384778738
114688,17.68,596,-83.99676965,192,7,6.27909618569538,2.364003896713257,0.2,0.9324489608407021,0.0003,0.142913818359375,0.022696093,1390,0.011908933075756068,-1.3918809789698572
16384,16.68,51,-82.56711032,320,1,4.680251753889024,1.7565128803253174,0.2,0.9492330513894558,0.0003,0.149261474609375,0.12154818,1400,0.01058126121688474,-1.3148120059631765
32768,16.64,133,-82.27964799000002,244,2,4.158673142222687,1.9104841947555542,0.2,0.9556105136871338,0.0003,0.144622802734375,0.030313523,1410,0.010854056470179785,-1.2198232491500676
49152,15.97,228,-82.53307690000001,214,3,3.7679240869823842,3.014636993408203,0.2,0.9587315060198307,0.0003,0.15225830078125,0.05543114,1420,0.020039158540112113,-1.2077592870453373
65536,16.61,316,-82.26374474,207,4,3.9351869227364658,1.7901140451431274,0.2,0.9584628939628601,0.0003,0.149481201171875,0.015934825,1430,0.020179186103359826,-1.2506332949036731
81920,22.49,408,-88.09507886000002,200,5,4.877587378676981,1.6562070846557617,0.2,0.9444550536572933,0.0003,0.3013427734375,0.63249487,1440,0.007787998196272383,-1.386725689144805
98304,20.81,498,-86.53540815999999,197,6,11.70325563084334,5.501574993133545,0.2,0.8362850546836853,0.0003,0.176519775390625,0.023540648,1450,0.008504149296459217,-1.6662539499346167
114688,20.51,587,-86.1866735,195,7,10.21168415416032,4.7314019203186035,0.2,0.8884245231747627,0.0003,0.167626953125,0.023953471,1460,0.006144636786484625,-1.559557235892862
16384,19.51,52,-84.15559415000001,309,1,8.89710155101493,3.5167622566223145,0.2,0.9028856977820396,0.0003,0.15531005859375,0.030125592,1470,0.009322908367812488,-1.4075797683326527
32768,19.61,129,-83.89569607000001,252,2,8.931560597568751,5.721797466278076,0.2,0.9071868062019348,0.0003,0.1453369140625,0.020566404,1480,0.010163217446188356,-1.3478887214092539
