time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance
49152,22.75,-92.05603864999999,3,102,480,0.004417010707311419,0.01432525,0.2,0.192376708984375,5.507570743560791,-13.94932907819748,0.0003,1490,16.590276561677456,0.7715102583169937
65536,23.14,-92.90356135,4,94,694,0.0044376640471455175,0.014281215,0.2,0.180975341796875,7.320193290710449,-13.963027680292726,0.0003,1500,16.91705920882523,0.7670317143201828
81920,22.94,-92.13616946999998,5,90,907,0.005481657995915157,0.01223534,0.2,0.18199462890625,9.084497451782227,-14.085963896661998,0.0003,1510,15.588525111414492,0.7825125455856323
98304,22.66,-90.90198867000001,6,86,1130,0.00473735900113752,0.014674507,0.2,0.17127685546875,7.223599910736084,-13.963919499516487,0.0003,1520,15.972305915132164,0.77629354596138
114688,23.07,-92.98271581,7,85,1343,0.004225893370494305,0.014051438,0.2,0.175048828125,7.741800785064697,-14.097120198607445,0.0003,1530,16.42420262210071,0.7724328935146332
16384,22.82,-93.18756495999997,1,223,73,0.0038770153393670624,0.01754506,0.2,0.18504638671875,6.767888069152832,-14.104179902374744,0.0003,1540,16.931633268482983,0.7672107666730881
32768,22.61,-92.53225225999999,2,112,292,0.0049746337415854215,0.013820807,0.2,0.17410888671875,5.794280529022217,-14.416910698637366,0.0003,1550,16.43991688415408,0.7796367704868317
49152,22.93,-91.46869706000001,3,98,501,0.004573873114941307,0.013561213,0.2,0.173663330078125,8.811361312866211,-14.436097705736756,0.0003,1560,17.56942676063627,0.7692788541316986
65536,22.6,-91.72706025000001,4,91,719,0.003654602464848722,0.013262082,0.2,0.176513671875,9.636205673217773,-14.370933117344975,0.0003,1570,17.181365366652606,0.7750452160835266
81920,23.6,-91.40563793,5,88,928,0.004509489235533693,0.012005089,0.2,0.166949462890625,6.1137309074401855,-14.384986847639084,0.0003,1580,17.47558755110949,0.7631551772356033
98304,22.34,-91.31881474999996,6,85,1143,0.0036135353346253398,0.013318611,0.2,0.17579345703125,6.684222221374512,-14.038169871270657,0.0003,1590,16.94649106450379,0.7665558308362961
114688,22.54,-92.56454109,7,85,1343,0.0037543630933214445,0.0152628245,0.2,0.1753662109375,7.516963958740234,-14.332866553589701,0.0003,1600,16.577406948432326,0.7689504623413086
16384,22.81,-91.41417971000003,1,190,86,0.003954849067122268,0.014227932,0.2,0.182421875,18.81041145324707,-14.297706877440215,0.0003,1610,18.637015647813676,0.7425951659679413
