time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/learning_rate,train/clip_range,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates
1473,-30.82171312,65.04,5,81920,55,0.0834228515625,0.0003,0.2,1.0441083908081055,0.0006022159528356497,-0.2136842247331515,0.9879179196432233,0.007885123,11.852012753323653,6900
1456,-28.57709186,66.77,6,98304,67,0.079833984375,0.0003,0.2,1.691612958908081,6.755647896170558e-05,-0.21142558809951878,0.9725567996501923,0.007844523,25.872906875633635,6910
1440,-28.62966515,66.32,7,114688,79,0.0822509765625,0.0003,0.2,0.849124550819397,1.3253040651761695e-05,-0.21480624772957527,0.9857397684827447,0.0067615323,12.3101224826416,6920
3327,-32.78274690999999,63.67,1,16384,4,0.079449462890625,0.0003,0.2,0.5561386346817017,0.00052344206392263,-0.2143050082260743,0.9919365467503667,0.006561085,7.581062472029589,6930
1717,-29.619863129999995,65.94,2,32768,19,0.064691162109375,0.0003,0.2,6.503012657165527,0.0006917231780789734,-0.21183488446986304,0.9727365486323833,0.006754266,25.461746698338537,6940
1503,-28.201497749999998,66.82,3,49152,32,0.08238525390625,0.0003,0.2,1.109598994255066,0.0004006240729268029,-0.21222140906611459,0.9885695818811655,0.007558987,10.952871030429378,6950
1466,-31.130036040000004,64.85,4,65536,44,0.089013671875,0.0003,0.2,47.09638977050781,-0.0001829680023547553,-0.20719125536270439,0.9819426946341991,0.009313252,16.614825863484292,6960
1446,-32.31509202,64.34,5,81920,56,0.078973388671875,0.0003,0.2,0.7143699526786804,0.0011913818532775621,-0.22157365288585423,0.9814356733113527,0.006708746,17.30442509558052,6970
1432,-29.083477320000007,66.16,6,98304,68,0.08951416015625,0.0003,0.2,28.851146697998047,9.540557089167123e-05,-0.2076352371717803,0.9786637928336859,0.007606721,18.56527932807803,6980
1412,-29.499780539999996,65.86,7,114688,81,0.08858642578125,0.0003,0.2,56.606040954589844,9.31524792122218e-05,-0.20323473451426252,0.9851267086341977,0.0070641143,14.156845796178095,6990
3077,-29.57574381,65.68,1,16384,5,0.080126953125,0.0003,0.2,1.206246018409729,0.0004204032363304577,-0.2027562035480514,0.9877039603888988,0.00664726,11.575689365714789,7000
1841,-29.668086700000003,65.53,2,32768,17,0.079241943359375,0.0003,0.2,4.814958095550537,0.0011847485900943866,-0.19930281274137088,0.9788406677544117,0.0065397117,20.101898361416534,7010
1646,-31.414147040000003,64.83,3,49152,29,0.079339599609375,0.0003,0.2,29.037281036376953,0.0012652347673792973,-0.1951321363740135,0.976875763386488,0.006276604,22.30327216698788,7020
1544,-30.53601768,65.41,4,65536,42,0.087249755859375,0.0003,0.2,0.44070354104042053,0.0009294909061736689,-0.19245924982824364,0.9760579541325569,0.0071267774,22.646565555781127,7030
1495,-31.975862690000003,64.42,5,81920,54,0.082940673828125,0.0003,0.2,1.2769728899002075,0.0009187636931528686,-0.19069937803724316,0.9728390891104937,0.00606779,25.302352925296873,7040
1461,-28.395788980000006,66.45,6,98304,67,0.083843994140625,0.0003,0.2,0.9867897033691406,0.0018668144968614798,-0.18627560941677074,0.9810843225568533,0.008615535,18.658289990737103,7050
1438,-28.295542249999997,66.52,7,114688,79,0.080560302734375,0.0003,0.2,0.41923987865448,0.0008109785475426179,-0.18202679331297986,0.9955296772532165,0.007612681,4.225234585325234,7060
3068,-28.904929819999996,66.12,1,16384,5,0.07022705078125,0.0003,0.2,16.65494728088379,0.00029934694953226426,-0.18134655781614129,0.9805231057107449,0.0068868464,18.619104076432997,7070
1836,-28.651035690000008,66.03,2,32768,17,0.068231201171875,0.0003,0.2,1.2126537561416626,0.00039016917230583203,-0.18314639297896065,0.9794885292649269,0.00567952,19.884251674008556,7080
1635,-29.47961052,65.85,3,49152,30,0.077691650390625,0.0003,0.2,6.915490627288818,0.0006971609429911041,-0.17986820780788548,0.979212112724781,0.00643977,18.47909370686393,7090
1537,-30.99085848,65.13,4,65536,42,0.0837890625,0.0003,0.2,14.30871295928955,-0.0007349225670623127,-0.18132992135942913,0.9807810708880424,0.008060714,18.772789823869243,7100
1474,-28.818105120000006,66.07,5,81920,55,0.079852294921875,0.0003,0.2,6.831407070159912,0.0008316513507907076,-0.18559939416591079,0.9769780430942774,0.006778585,21.826707206037828,7110
1442,-30.795203079999997,64.92,6,98304,68,0.081817626953125,0.0003,0.2,1.0354076623916626,0.0008049285188008071,-0.17596264330786654,0.9883476216346025,0.0066005983,10.986964133288712,7120
1420,-28.958732440000002,66.44,7,114688,80,0.069805908203125,0.0003,0.2,61.31776428222656,0.0007374210433226836,-0.17822319010738283,0.9756211433559656,0.0056058792,22.41560781286098,7130
2991,-30.805827060000006,64.81,1,16384,5,0.07142333984375,0.0003,0.2,6.40792179107666,0.0006548364770424086,-0.17812458503467496,0.9756712764501572,0.0061588627,23.34894839830231,7140
1826,-30.53267508,65.37,2,32768,17,0.079681396484375,0.0003,0.2,33.114227294921875,0.0004783670217875624,-0.1789689830504358,0.9632025919854641,0.009157673,34.99543795592617,7150
1623,-30.65493732,65.27,3,49152,30,0.076446533203125,0.0003,0.2,23.636308670043945,0.0019253488157119137,-0.1793782764230855,0.9693068470805883,0.006735291,29.32870685830712,7160
1524,-28.211525109999993,66.65,4,65536,42,0.08306884765625,0.0003,0.2,0.8401703834533691,0.0012622989128431073,-0.18075679385801777,0.9844193533062935,0.01658893,14.479296034923754,7170
1481,-29.073178970000004,66.31,5,81920,55,0.082257080078125,0.0003,0.2,0.5467907190322876,-0.001020431504412045,-0.1823084623523755,0.9919301448389888,0.009266505,7.726149442605674,7180
1333,-29.791884460000002,66.08,6,98304,73,0.07728271484375,0.0003,0.2,0.7604275941848755,0.0004926589353999589,-0.18480440886341967,0.9818494580686092,0.006020583,16.96625758931041,7190
1288,-30.46791478,65.74,7,114688,89,0.07864990234375,0.0003,0.2,28.754568099975586,0.000148651994049942,-0.1850827570684487,0.9710380006581545,0.0075173825,26.586593638616613,7200
2283,-32.973088159999996,64.09,1,16384,7,0.088336181640625,0.0003,0.2,0.6366150379180908,-0.00011638405048870481,-0.1859938010631595,0.9845115607604384,0.0070838537,14.68940350052435,7210
1496,-29.137521719999995,66.33,2,32768,21,0.083734130859375,0.0003,0.2,5.278552055358887,-0.002245073902031436,-0.19179561649798416,0.969501294195652,0.015134797,26.827513977978377,7220
1113,-31.13031519,65.18,3,49152,44,0.077880859375,0.0003,0.2,1.1382348537445068,0.0005131312749654171,-0.17800737026846036,0.9886206816881895,0.0071331616,10.113912817439996,7230
1029,-28.332441680000002,66.76,4,65536,63,0.0816162109375,0.0003,0.2,13.219072341918945,-0.00025290351613875827,-0.17895644137752242,0.9747512638568878,0.006375724,23.275918048317543,7240
1051,-27.483062840000002,67.17,5,81920,77,0.07950439453125,0.0003,0.2,53.00651550292969,0.0003942921608313554,-0.17559881322085857,0.9827993400394917,0.007842891,16.06165493277367,7250
1048,-28.165167740000005,66.65,6,98304,93,0.075872802734375,0.0003,0.2,0.956821620464325,8.776941708674713e-05,-0.18044611355871892,0.9959218981675804,0.0070601264,3.741757218982093,7260
1069,-27.38137748,66.93,7,114688,107,0.0752685546875,0.0003,0.2,1.0833646059036255,9.009337682073238e-05,-0.17534522420028226,0.9977365327067673,0.0058185323,2.047399435588159,7270
2627,-30.007352619999995,65.27,1,16384,6,0.0726806640625,0.0003,0.2,0.6506524085998535,-0.0004603724701155443,-0.1767773978674086,0.9912438420578837,0.0060318923,8.371089350420515,7280
1460,-29.3596846,65.32,2,32768,22,0.07313232421875,0.0003,0.2,4.644097328186035,-0.001044962772357394,-0.17770544465456622,0.98011246137321,0.012543479,18.50229879830731,7290
1341,-28.07501553,66.53,3,49152,36,0.085272216796875,0.0003,0.2,6.9461588859558105,-0.0010078570325276815,-0.17893902216746937,0.9794065244495869,0.008949874,17.78800902622752,7300
1293,-29.033513660000004,65.72,4,65536,50,0.083544921875,0.0003,0.2,1.324558138847351,-0.00010436386100991513,-0.18098039342148695,0.9864067807793617,0.006813705,12.293473487813026,7310
1276,-28.688836849999998,66.27,5,81920,64,0.077569580078125,0.0003,0.2,32.516571044921875,0.0004969981356680364,-0.17773597399645952,0.9847877789288759,0.0062714117,14.624980620027054,7320
1266,-28.219720070000005,66.31,6,98304,77,0.072210693359375,0.0003,0.2,0.45525991916656494,0.0008787953457613185,-0.17463163500651718,0.992276004049927,0.0053310413,7.472708550980315,7330
1251,-30.192306319999997,65.25,7,114688,91,0.07568359375,0.0003,0.2,7.833309650421143,0.0007491899098340582,-0.17372686149610672,0.9816057439893484,0.007215368,16.733476332970895,7340
2670,-28.054878640000002,66.91,1,16384,6,0.072369384765625,0.0003,0.2,0.7138015031814575,0.0004009046216197021,-0.1798144802713068,0.9767390713095665,0.0071476796,22.31887392899953,7350
1384,-29.429212219999997,65.92,2,32768,23,0.080767822265625,0.0003,0.2,0.3364812135696411,0.0007908284246695985,-0.1723394692642614,0.9958642991259694,0.0075405124,3.108888989209663,7360
1086,-27.488769869999995,67.01,3,49152,45,0.0647705078125,0.0003,0.2,0.3796010911464691,0.0008027040211800341,-0.17005735032144004,0.9811178278177977,0.007873492,17.189458403666503,7370
1097,-29.362963739999994,65.63,4,65536,59,0.07564697265625,0.0003,0.2,0.48603081703186035,0.0005253764477856748,-0.16648019246349577,0.9959685942158103,0.0057704356,3.9216650655958802,7380
1087,-30.95246499,64.87,5,81920,75,0.0692626953125,0.0003,0.2,7.27864933013916,-0.0011276404856289447,-0.17003870666667353,0.976137051358819,0.008057883,21.532330403011294,7390
1099,-29.117286639999996,65.88,6,98304,89,0.085626220703125,0.0003,0.2,9.855412483215332,-0.0006274420658428425,-0.17151781670108904,0.9739148113876581,0.007645622,23.806757809198462,7400
1109,-28.811186180000004,65.9,7,114688,103,0.08414306640625,0.0003,0.2,0.49609312415122986,0.0008418083395099529,-0.1721946773235686,0.9857809776440263,0.005547737,13.342294251942075,7410
2859,-27.25312035,67.13,1,16384,5,0.07454833984375,0.0003,0.2,0.8707008957862854,0.00045823696736988493,-0.17683020227996166,0.9902961291372776,0.007183665,9.0977195719257,7420
1674,-27.983114959999998,66.36,2,32768,19,0.07498779296875,0.0003,0.2,3.228891372680664,-0.00017982040953938848,-0.17475903121521696,0.9965000569354743,0.0068795173,3.0820233864127657,7430
1326,-27.66509783,66.8,3,49152,37,0.06614990234375,0.0003,0.2,0.7668647766113281,0.0004937123921081365,-0.17457885909243487,0.9927939614281058,0.005707292,6.64960299556842,7440
1281,-27.858953059999994,67.12,4,65536,51,0.06771240234375,0.0003,0.2,0.6403548717498779,5.0098916290153284e-05,-0.17098615197755862,0.9981144749326631,0.0066970354,1.759741739393212,7450
1209,-28.908695649999995,65.87,5,81920,67,0.0665283203125,0.0003,0.2,17.63121795654297,0.0008427272423887188,-0.1773666568828048,0.992033296264708,0.007364114,7.520386706874706,7460
1084,-28.68477556,66.3,6,98304,90,0.07264404296875,0.0003,0.2,4.170533657073975,-0.0007267146090725873,-0.17485173156310338,0.9905403703451157,0.007549282,9.116551483632065,7470
1018,-28.714523339999996,65.72,7,114688,112,0.060894775390625,0.0003,0.2,7.453289985656738,-0.0005399385749115026,-0.17116740845958703,0.9662367776036263,0.0068479693,29.40012875921093,7480
2579,-27.069917210000003,66.97,1,16384,6,0.0782958984375,0.0003,0.2,0.6932489275932312,0.001148220950472023,-0.16811146100517363,0.9857006212696433,0.007708877,13.64991336017847,7490
1465,-28.32746798,66.18,2,32768,22,0.06533203125,0.0003,0.2,0.6658124923706055,0.0006994291718456225,-0.16502414718270303,0.987093485891819,0.005472654,12.477563764899969,7500
1222,-28.20904015,66.18,3,49152,40,0.070452880859375,0.0003,0.2,0.605577290058136,-0.00013857021024250572,-0.1726721740909852,0.9924268312752247,0.0065334374,6.68191465428099,7510
1133,-30.941825960000006,64.41,4,65536,57,0.071832275390625,0.0003,0.2,12.974825859069824,0.0002502686639672902,-0.1707127568195574,0.9860353097319603,0.008202856,13.334113508602604,7520
1128,-29.87769313,65.06,5,81920,72,0.073419189453125,0.0003,0.2,2.3268628120422363,-0.00014917120824975427,-0.17209947096416728,0.9721299447119236,0.005719165,25.279073767294175,7530
1106,-28.288150740000006,65.95,6,98304,88,0.082574462890625,0.0003,0.2,1.92047119140625,0.0007822681422567257,-0.17322381058475003,0.9730323422700167,0.009089654,25.351558804232628,7540
1110,-30.274101100000003,65.31,7,114688,103,0.0794677734375,0.0003,0.2,1.7853953838348389,0.00048296267473233454,-0.17611794550321064,0.9880183394998312,0.0072886003,11.182091142539866,7550
3008,-28.512345510000003,66.31,1,16384,5,0.06907958984375,0.0003,0.2,6.393035888671875,-0.00047804958649066975,-0.17856287966133094,0.9776126611977816,0.006232893,20.834887215378693,7560
1335,-30.09591882,65.38,2,32768,24,0.089251708984375,0.0003,0.2,0.7742912173271179,0.0008234129085849418,-0.18003054629371035,0.9819389004260302,0.008761769,16.671016497001983,7570
1207,-28.064902850000006,66.35,3,49152,40,0.06842041015625,0.0003,0.2,0.9648934602737427,0.0006396726138518716,-0.18372527493047527,0.9756258428096771,0.0064387573,22.37679517464712,7580
1186,-28.275493680000004,66.41,4,65536,55,0.07899169921875,0.0003,0.2,0.90660160779953,0.0009206483903653861,-0.18016939380322583,0.9911417923867702,0.0074437545,8.36875889103394,7590
1138,-28.516286499999996,66.62,5,81920,71,0.072943115234375,0.0003,0.2,1.6326158046722412,-2.6663893595468836e-05,-0.17795212620985695,0.9896087227389216,0.0072157597,9.225489134225063,7600
1122,-29.0391226,65.89,6,98304,87,0.075244140625,0.0003,0.2,0.5252821445465088,0.0005817944946556963,-0.17731468354759272,0.9904785230755806,0.00764813,9.002792184147983,7610
1111,-29.575063000000004,65.76,7,114688,103,0.066705322265625,0.0003,0.2,10.460550308227539,0.0008176836521215592,-0.171220999196521,0.9840139150619507,0.0053352974,14.598147731414064,7620
2845,-28.799558080000008,65.92,1,16384,5,0.0722412109375,0.0003,0.2,0.59813392162323,0.0008859088256940595,-0.1692405717505608,0.9903721045702696,0.005167883,8.999996275932062,7630
1683,-26.806067029999998,66.61,2,32768,19,0.067535400390625,0.0003,0.2,0.6735381484031677,0.00022444811183959247,-0.16843103872670326,0.9829572979360819,0.006813156,15.278872752049939,7640
1508,-28.98918926,65.8,3,49152,32,0.0818115234375,0.0003,0.2,11.322964668273926,0.0003035236949472164,-0.17073459892708343,0.9843847025185823,0.00826611,14.813932113768534,7650
1317,-28.895190219999996,66.0,4,65536,49,0.070538330078125,0.0003,0.2,1.2140125036239624,-0.000523952687944984,-0.17293862720252945,0.9796022512018681,0.0072413157,18.35473571859766,7660
1155,-30.018761830000003,65.39,5,81920,70,0.079083251953125,0.0003,0.2,6.034779071807861,0.0006147674882413412,-0.1726373439334566,0.9729860909283161,0.009605728,25.177042193058877,7670
1106,-28.935188919999995,65.68,6,98304,88,0.083465576171875,0.0003,0.2,2.393387794494629,0.0011168211228323344,-0.172223244124325,0.9847325561568141,0.0069640568,14.232608940848149,7680
1105,-28.166596980000005,66.13,7,114688,103,0.086566162109375,0.0003,0.2,2.3224403858184814,0.00015859424365771702,-0.17322061041777487,0.9889223836362362,0.006998581,10.75469746235758,7690
2462,-27.291038980000003,66.63,1,16384,6,0.075103759765625,0.0003,0.2,0.39943790435791016,0.0010832037999989551,-0.17743645885784645,0.996676848269999,0.006004045,3.0374252726556734,7700
1540,-28.577619740000003,65.57,2,32768,21,0.069525146484375,0.0003,0.2,4.560087203979492,0.0003188803649209149,-0.17808704111666884,0.9913339326158166,0.007344605,8.321898867422714,7710
1392,-29.091378409999997,65.5,3,49152,35,0.068505859375,0.0003,0.2,0.5103340148925781,0.0009469647788137081,-0.18025631670607253,0.9960940591990948,0.006800313,3.757728416880127,7720
1320,-28.15938808,65.94,4,65536,49,0.072418212890625,0.0003,0.2,38.61309051513672,-0.00011778787661569368,-0.1794982790161157,0.9860856216400862,0.0068206787,13.341146087332163,7730
1292,-27.718947129999997,66.22,5,81920,63,0.0748291015625,0.0003,0.2,16.999319076538086,-0.00045990330240783803,-0.18039428255287931,0.9908291287720203,0.0060903644,8.146919816115405,7740
1250,-28.450529710000005,65.67,6,98304,78,0.075921630859375,0.0003,0.2,0.5817670822143555,0.0012089499337889719,-0.17955706997017842,0.9920889791101217,0.0060490696,7.490470063593238,7750
1180,-29.993620710000005,64.88,7,114688,97,0.080096435546875,0.0003,0.2,0.7022305727005005,-0.00023388407153106526,-0.18152564115298447,0.9917177055031061,0.0074068033,7.999563271040097,7760
3017,-29.667640450000004,65.11,1,16384,5,0.06527099609375,0.0003,0.2,0.799055814743042,-0.0005017485504595243,-0.16995893496496137,0.9660304598510265,0.007067393,27.387672829302026,7770
1680,-28.554561990000003,65.83,2,32768,19,0.08521728515625,0.0003,0.2,2.7550501823425293,0.0003117101500265562,-0.16995290916238445,0.9806195758283138,0.008032523,18.700274207629263,7780
1456,-28.93716661,65.87,3,49152,33,0.08240966796875,0.0003,0.2,0.45374584197998047,-0.00027734075279113314,-0.170772806063178,0.9893429912626743,0.009742357,9.350357468554284,7790
1406,-28.324968090000002,66.35,4,65536,46,0.0683349609375,0.0003,0.2,2.766202688217163,0.0007989228801307035,-0.17122668718220665,0.9894009288400412,0.0057740663,10.37664490629686,7800
1371,-30.31944523,65.52,5,81920,59,0.074169921875,0.0003,0.2,3.6326682567596436,0.000579233587905037,-0.17117029920918866,0.9875823585316539,0.009363219,11.610295204911381,7810
1352,-28.233839489999994,66.61,6,98304,72,0.080694580078125,0.0003,0.2,0.9354076981544495,-0.0009596613352186977,-0.18018964715884067,0.9878045013174415,0.008968357,11.280586472386494,7820
1335,-29.463399340000002,65.69,7,114688,85,0.08658447265625,0.0003,0.2,1.382817268371582,6.304540374912904e-06,-0.1759546309680445,0.9845589622855186,0.007849151,14.499558996665291,7830
2903,-28.102558939999998,66.42,1,16384,5,0.077984619140625,0.0003,0.2,14.807570457458496,-0.0005246333830655203,-0.17714028047339525,0.9804649371653795,0.008159957,18.92593386892695,7840
1745,-29.834032589999993,65.11,2,32768,18,0.088433837890625,0.0003,0.2,5.764675140380859,0.0009096373403281177,-0.1815537085494725,0.9890688797459006,0.0070763705,10.299916905700229,7850
1408,-28.865567250000005,65.57,3,49152,34,0.07606201171875,0.0003,0.2,3.111680269241333,0.0009342047656446084,-0.17428812084253878,0.9821142107248306,0.0065977657,16.634904873045162,7860
1352,-26.994032910000005,66.83,4,65536,48,0.0767578125,0.0003,0.2,12.490795135498047,0.0002887875236410764,-0.17221015642862766,0.9825990907847881,0.00589742,16.66531934896484,7870
1333,-30.08694179,64.88,5,81920,61,0.072711181640625,0.0003,0.2,5.58492374420166,0.0007638816113512803,-0.1779752459289739,0.9845949867740273,0.0059814267,14.126445109047927,7880
1324,-29.134165580000005,65.44,6,98304,74,0.068951416015625,0.0003,0.2,0.9662797451019287,5.033481779719296e-05,-0.173496733410866,0.9641102105379105,0.0063152635,32.76888904522639,7890
1313,-27.32961472,66.34,7,114688,87,0.082415771484375,0.0003,0.2,3.8852579593658447,0.0011821124384368887,-0.16696191387309228,0.9784420616924763,0.007732466,21.44058374557644,7900
3102,-29.589507219999994,65.04,1,16384,5,0.0839599609375,0.0003,0.2,18.696853637695312,0.0012291374511733011,-0.16723888971027917,0.9762824028730392,0.0075283432,22.8815519512631,7910
1785,-29.535117420000002,65.32,2,32768,18,0.072540283203125,0.0003,0.2,1.5199532508850098,0.0010842451974895084,-0.17036349522531963,0.9833469577133656,0.007210252,15.889401471335441,7920
1532,-29.37456579,65.0,3,49152,32,0.074468994140625,0.0003,0.2,9.402374267578125,0.0005011095718373326,-0.1633076568657998,0.9790083970874548,0.0072052237,20.080988345923835,7930
1452,-30.779938540000003,64.43,4,65536,45,0.077288818359375,0.0003,0.2,6.941562175750732,0.0007621965958151122,-0.16637731745722703,0.9802406653761864,0.007091773,18.604580078227446,7940
1415,-28.467771940000002,65.67,5,81920,57,0.071771240234375,0.0003,0.2,0.5198110342025757,0.000857885999539576,-0.165723460787558,0.9764562882483006,0.0055535673,21.911976382357533,7950
1358,-27.974589760000004,65.95,6,98304,72,0.076947021484375,0.0003,0.2,0.6563217043876648,0.0007484305269827018,-0.15995041780988686,0.9867395786568522,0.0060357405,13.160211340792012,7960
1312,-27.912884080000005,65.52,7,114688,87,0.074041748046875,0.0003,0.2,3.2366862297058105,-0.0004850753669416008,-0.16376649623853154,0.9852358149364591,0.012980409,13.864101886306889,7970
3103,-28.38804682,65.84,1,16384,5,0.07781982421875,0.0003,0.2,1.8351970911026,-0.0005722613162561174,-0.16312961509975138,0.9728875420987606,0.0064013684,24.915053097496276,7980
1790,-29.183024010000004,65.52,2,32768,18,0.075067138671875,0.0003,0.2,2.0764291286468506,0.0008361532578874175,-0.16178717419097666,0.9821754321455956,0.007749599,16.85466244095005,7990
1581,-29.84409036,65.06,3,49152,31,0.06483154296875,0.0003,0.2,40.406795501708984,0.0007060798453039751,-0.15971798848186153,0.9734597280621529,0.007853446,25.892642612638884,8000
1355,-27.838620839999997,66.31,4,65536,48,0.0798095703125,0.0003,0.2,53.74540328979492,7.85266391631012e-05,-0.1619831958465511,0.9740568492561579,0.006235366,24.720740611385555,8010
1165,-27.733697269999997,66.18,5,81920,70,0.07349853515625,0.0003,0.2,15.85948657989502,0.0013801813395730278,-0.16043365126824938,0.980966130271554,0.005996606,17.91105236161966,8020
1132,-29.031848110000002,65.59,6,98304,86,0.071734619140625,0.0003,0.2,0.5414243936538696,0.0011843174781006383,-0.1547549288807204,0.9866867810487747,0.0060119936,13.041363213793375,8030
1128,-27.188971800000004,66.73,7,114688,101,0.072088623046875,0.0003,0.2,11.966986656188965,-0.001010148330078664,-0.15587888901936822,0.9820650592446327,0.0071277777,16.55441140613984,8040
2302,-28.888349890000004,65.62,1,16384,7,0.07042236328125,0.0003,0.2,0.6167253255844116,0.001293361762600398,-0.15270042088232003,0.9891368951648474,0.0049756044,10.668209385476075,8050
1519,-28.065832009999998,66.17,2,32768,21,0.0725830078125,0.0003,0.2,27.517210006713867,-0.0005612221676074113,-0.15104638574121054,0.9823391251266003,0.008026147,17.062674138182775,8060
1351,-28.682762959999994,65.76,3,49152,36,0.067034912109375,0.0003,0.2,17.177343368530273,0.00048532197724853176,-0.15068207056901883,0.9822439923882484,0.006033567,16.878243970288896,8070
1228,-29.08845281,65.49,4,65536,53,0.07554931640625,0.0003,0.2,1.3501652479171753,-0.00018958917207783087,-0.14959707195521332,0.9849611660465598,0.0058083236,14.02520126788877,8080
1219,-27.0528283,66.6,5,81920,67,0.068096923828125,0.0003,0.2,0.99410080909729,0.0005497973145338619,-0.1491907804243965,0.9844511309638619,0.0056946604,14.866220862488262,8090
1161,-29.366405600000007,65.44,6,98304,84,0.062628173828125,0.0003,0.2,2.4482791423797607,0.0002872090457458398,-0.149327744988841,0.9871245324611664,0.0053121774,12.430863710935228,8100
1050,-27.02875037,66.92,7,114688,109,0.06607666015625,0.0003,0.2,1.0997718572616577,0.0014110326207173785,-0.15095162788929883,0.985460951924324,0.0057394034,13.889627001574263,8110
2719,-33.016153779999996,63.54,1,16384,6,0.0646728515625,0.0003,0.2,4.011699199676514,0.0008328766674367216,-0.1462826146162115,0.9887394541874528,0.0058525032,10.754990736837499,8120
1442,-27.96355801,66.03,2,32768,22,0.06783447265625,0.0003,0.2,3.3274776935577393,7.014433213043958e-05,-0.15494502653018571,0.9539958275854588,0.0073959893,40.13662950657308,8130
1339,-26.66697093,66.7,3,49152,36,0.082275390625,0.0003,0.2,23.391389846801758,0.00014629178331233562,-0.15457729833142367,0.9739817138761282,0.007975591,24.02112376401201,8140
1273,-28.217296419999997,65.84,4,65536,51,0.0725830078125,0.0003,0.2,27.42490577697754,0.0017226892377266267,-0.15317373397992923,0.9835720900446177,0.006716034,15.75354458943475,8150
1135,-28.393058149999998,65.77,5,81920,72,0.072930908203125,0.0003,0.2,32.68071365356445,0.0007081148339239008,-0.1522943013900658,0.9760287571698427,0.006981643,21.924578401749024,8160
1108,-29.055876919999992,65.55,6,98304,88,0.0763671875,0.0003,0.2,5.4520792961120605,0.001352228164751068,-0.1498206867952831,0.9826853312551975,0.009410239,17.23690903868992,8170
1100,-32.44535176,63.63,7,114688,104,0.065411376953125,0.0003,0.2,55.89837646484375,0.001341570303111439,-0.15366395397868474,0.9762813784182072,0.0060477657,22.53618897346314,8180
2229,-27.18706908,66.4,1,16384,7,0.06727294921875,0.0003,0.2,64.61354064941406,0.0009296929772062868,-0.16342657810018862,0.9580573700368404,0.008450936,38.795077063562346,8190
1203,-27.857944959999994,66.31,2,32768,27,0.080987548828125,0.0003,0.2,1.0472700595855713,0.0004807918501228414,-0.15465906931785867,0.9894875511527061,0.0068109673,10.124825190845877,8200
1115,-28.263229679999995,66.07,3,49152,44,0.0708251953125,0.0003,0.2,13.67861270904541,0.0010323374159270315,-0.1577003425656585,0.97742959856987,0.0057092463,21.987234763940798,8210
1095,-29.1548906,65.69,4,65536,59,0.073236083984375,0.0003,0.2,0.46638166904449463,0.001152561220487769,-0.16414756336889696,0.9972380658145994,0.0065880436,2.133317245624494,8220
1079,-29.483453409999996,65.44,5,81920,75,0.05865478515625,0.0003,0.2,2.4306564331054688,0.0004644771016046434,-0.15667115677788387,0.9764569289982319,0.0056375545,20.627893492230214,8230
1021,-28.75402228,65.88,6,98304,96,0.074932861328125,0.0003,0.2,0.57762610912323,-2.4535402553738094e-05,-0.161872275947826,0.9805094264447689,0.006600378,17.70750211593695,8240
1036,-29.159280850000002,65.53,7,114688,110,0.075927734375,0.0003,0.2,11.230955123901367,0.00037319916068554446,-0.1552947490272345,0.9891465213149786,0.008312882,10.41021724549355,8250
3114,-29.484713669999998,65.51,1,16384,5,0.069122314453125,0.0003,0.2,1.3506958484649658,-0.0004394504632728058,-0.1611509205889888,0.9771809056401253,0.007929429,21.499971510027535,8260
1768,-27.640509520000005,66.35,2,32768,18,0.073492431640625,0.0003,0.2,1.8024241924285889,0.001165985036186612,-0.1572667518252274,0.9825451206415892,0.008123696,16.38932587876916,8270
1508,-29.490251939999997,65.2,3,49152,32,0.07471923828125,0.0003,0.2,0.6819370985031128,0.0007599951476549904,-0.15250113994989078,0.9910770645365119,0.0063370042,8.67862178653013,8280
1423,-28.51016418,66.05,4,65536,46,0.067083740234375,0.0003,0.2,3.4222025871276855,0.00018239657679259836,-0.15930939296085853,0.9883229937404394,0.01097431,10.775333447335289,8290
1343,-28.98982493,65.78,5,81920,60,0.0686279296875,0.0003,0.2,11.570890426635742,-0.00013008714290663193,-0.15311924507259392,0.9917599335312843,0.0072500566,7.9732729501556605,8300
1261,-31.26170958,64.41,6,98304,77,0.069256591796875,0.0003,0.2,1.580831527709961,0.0015288894614513993,-0.15286038629419635,0.98523117788136,0.007781706,13.577928313706071,8310
1199,-27.747027530000004,66.36,7,114688,95,0.0663818359375,0.0003,0.2,5.3858418464660645,0.001469078166564941,-0.1550927085627336,0.9778123330324888,0.0052836267,20.602607017732225,8320
2975,-29.4856759,65.71,1,16384,5,0.0715576171875,0.0003,0.2,2.158266544342041,0.0002578271859874803,-0.15059386474313213,0.9914784263819456,0.0064123846,8.35017209907528,8330
1708,-29.224747670000003,65.48,2,32768,19,0.066363525390625,0.0003,0.2,0.6500198245048523,4.547986627585487e-05,-0.15559309773379937,0.9820471350103617,0.0061563645,17.026835990347898,8340
1490,-27.73908979000001,66.65,3,49152,32,0.0681640625,0.0003,0.2,2.291635751724243,0.0011877975065544889,-0.15310137978813146,0.9766348507255316,0.007833401,21.04672695705667,8350
1403,-27.27433662,66.34,4,65536,46,0.073626708984375,0.0003,0.2,4.429332733154297,-5.552075585910643e-05,-0.1468577195308171,0.9842215366661549,0.00733653,14.64183670610655,8360
