time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/learning_rate,train/clip_range,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates
2979,-32.7455586,67.32,1,16384,5,0.061822509765625,0.0003,0.2,3.423013210296631,-0.00039755035322741605,-0.2519016525882762,0.9809413757175207,0.0050726198,16.603996252641082,3500
1989,-32.64988494,67.2,2,32768,16,0.0708251953125,0.0003,0.2,1.614574670791626,-0.00010278811114403653,-0.24461013844120316,0.9856802672147751,0.005182066,12.3729803126771,3510
1679,-34.34153767,66.43,3,49152,29,0.05926513671875,0.0003,0.2,1.4507896900177002,-0.000885148278575798,-0.24347578531596809,0.9855393692851067,0.005066302,13.073647178942338,3520
1594,-34.08061695,66.73,4,65536,41,0.061981201171875,0.0003,0.2,1.2983797788619995,-0.000396461730269948,-0.24668962621944956,0.9917742861434817,0.0045745363,6.989205676107668,3530
1577,-35.47459061,65.74,5,81920,51,0.05877685546875,0.0003,0.2,1.1188366413116455,0.00036197531640027594,-0.2397488100803457,0.98243248462677,0.00458573,15.245105013251305,3540
1573,-37.41941205999999,64.57,6,98304,62,0.0644287109375,0.0003,0.2,3.234856605529785,-0.0011692734068674327,-0.24006723053753376,0.9747727271169424,0.0063994913,20.369932645373048,3550
1573,-35.25802291,65.83,7,114688,72,0.07451171875,0.0003,0.2,2.5159478187561035,-0.00040780630674817073,-0.23585791994119062,0.9579233229160309,0.0064467685,34.60969500360079,3560
3902,-31.860409869999994,68.05,1,16384,4,0.07044677734375,0.0003,0.2,34.91042709350586,-0.0003825947547738906,-0.24353008100297302,0.9655316509306431,0.006224211,29.898540351493285,3570
2042,-33.846137410000004,66.49,2,32768,16,0.066265869140625,0.0003,0.2,16.0015869140625,-0.00032668828889654834,-0.23568422256503255,0.9743135385215282,0.004648863,22.70037647183053,3580
1857,-36.4026865,64.7,3,49152,26,0.067767333984375,0.0003,0.2,1.2518939971923828,0.0002735440580181603,-0.2434464834164828,0.9874662291258574,0.0060828933,10.997719382913782,3590
1715,-33.87230488,66.57,4,65536,38,0.0653076171875,0.0003,0.2,12.844686508178711,-0.0012664635727560381,-0.24562322690035215,0.9714239072054625,0.005361693,24.077271792991088,3600
1638,-34.98799529,65.45,5,81920,49,0.06328125,0.0003,0.2,3.388709783554077,-8.197975084840436e-05,-0.24276538201374934,0.9714384954422712,0.0055000195,25.042128236638383,3610
1618,-34.20020492,66.38,6,98304,60,0.065869140625,0.0003,0.2,7.122740268707275,0.0001981743752821785,-0.23716361960978247,0.9741160497069359,0.005749051,23.06195194735192,3620
1620,-34.12820262,65.65,7,114688,70,0.064996337890625,0.0003,0.2,45.403499603271484,-0.00013546650320677144,-0.23700600403244607,0.9858096465468407,0.0054318365,11.209134168643505,3630
3942,-35.40505547,65.34,1,16384,4,0.064996337890625,0.0003,0.2,3.1244375705718994,-0.0005175918276677294,-0.23790864406037143,0.988516946323216,0.016560528,10.229641492431984,3640
2270,-34.152162940000004,65.69,2,32768,14,0.070477294921875,0.0003,0.2,5.275050163269043,-0.0037728281180534396,-0.26549950826447455,0.9784278739243746,0.009222134,17.19856448029168,3650
1859,-35.57447957,64.64,3,49152,26,0.068682861328125,0.0003,0.2,1.7374107837677002,8.876204483385664e-05,-0.2647892362321727,0.9852731470018625,0.005630119,12.862515902891754,3660
1754,-33.95410929,65.82,4,65536,37,0.071563720703125,0.0003,0.2,14.83962631225586,-0.0012304090514589916,-0.26203727985848674,0.9784965049475431,0.0064483024,18.327440625755116,3670
1695,-31.048325390000006,67.19,5,81920,48,0.064453125,0.0003,0.2,7.2578654289245605,-0.00036012853515785535,-0.2560768528666813,0.9779385533183813,0.0058266977,19.598695530276746,3680
1628,-33.67195994000001,65.81,6,98304,60,0.067047119140625,0.0003,0.2,1.907561182975769,-9.662480297265575e-05,-0.25034861208405346,0.9886337462812662,0.0062858574,9.772172814141959,3690
1495,-35.132156609999996,65.24,7,114688,76,0.06756591796875,0.0003,0.2,13.329663276672363,-0.001722809734155817,-0.2532857448444702,0.9851922811940312,0.0054226704,12.932244891347363,3700
3197,-34.47475231,65.63,1,16384,5,0.067205810546875,0.0003,0.2,11.989306449890137,-0.0005044412247571017,-0.2505962164548691,0.9808580800890923,0.006681833,16.905053893011065,3710
1882,-33.40798383999999,66.08,2,32768,17,0.061004638671875,0.0003,0.2,3.6809985637664795,-0.00016672354975071356,-0.2501731527328957,0.9740136116743088,0.005552668,22.41429816852324,3720
1750,-35.087711850000005,65.2,3,49152,28,0.068194580078125,0.0003,0.2,6.298827171325684,-0.00020709169411929905,-0.24544764184975065,0.9787241313606501,0.006503905,18.575324098346755,3730
1668,-33.56590223,66.23,4,65536,39,0.064178466796875,0.0003,0.2,5.034193515777588,-0.0009464165610097552,-0.24360333046643062,0.9821179565042257,0.0055001923,15.605089729093015,3740
1629,-33.90678295,66.26,5,81920,50,0.0621826171875,0.0003,0.2,1.1921117305755615,-0.00018236062671803666,-0.24017008133232592,0.9813369456678629,0.005236107,16.52685836320743,3750
1619,-34.78522965,65.83,6,98304,60,0.065966796875,0.0003,0.2,2.994432210922241,-0.00020574885606947647,-0.23875836941297165,0.9851590795442462,0.0055938573,12.90047580478713,3760
1609,-34.41428644,66.03,7,114688,71,0.0618408203125,0.0003,0.2,26.112770080566406,0.00034616509274201237,-0.24028094572713599,0.9822832848876715,0.006725027,15.876522719068452,3770
3901,-35.05352344999999,65.49,1,16384,4,0.063665771484375,0.0003,0.2,31.01869010925293,-0.0002360350370508968,-0.23786408854648472,0.9685068316757679,0.0059677176,26.35287083638832,3780
2243,-33.5132584,66.65,2,32768,14,0.0641845703125,0.0003,0.2,2.2461776733398438,0.00019734768588932638,-0.23079341313568874,0.9703575298190117,0.004335302,24.42282870840281,3790
1955,-36.12421859,65.0,3,49152,25,0.076904296875,0.0003,0.2,1.253020167350769,-0.00023973082033990067,-0.2330057238403242,0.9766037836670876,0.007778742,19.46760039255023,3800
1841,-32.63828742,66.98,4,65536,35,0.07059326171875,0.0003,0.2,2.078211784362793,-0.0005875694813312293,-0.2342480692488607,0.984955026768148,0.006362001,12.772641783114523,3810
1786,-35.10401607,65.58,5,81920,45,0.06734619140625,0.0003,0.2,10.324109077453613,8.221502394007984e-05,-0.23453139590565114,0.989691668190062,0.0054348772,8.743348649609834,3820
1752,-33.89467156,66.58,6,98304,56,0.060784912109375,0.0003,0.2,5.613353729248047,-0.0002976710135044414,-0.23600196939660237,0.9805432222783566,0.005779263,16.418776113213973,3830
1724,-32.451054,66.72,7,114688,66,0.067608642578125,0.0003,0.2,7.459976673126221,0.00033492723280232896,-0.23365956975030713,0.9812325276434422,0.006543616,16.803930943785236,3840
3843,-34.525351060000006,65.73,1,16384,4,0.063543701171875,0.0003,0.2,1.0625430345535278,-0.0006729162470946904,-0.22926161516224966,0.9914292087778449,0.0058418913,7.3950659313239155,3850
2186,-36.12937205000001,64.6,2,32768,14,0.054766845703125,0.0003,0.2,1.751317024230957,0.0007333771669436828,-0.22892368476605043,0.9850261639803648,0.0041107307,12.849229321023449,3860
1911,-33.4491888,66.29,3,49152,25,0.057977294921875,0.0003,0.2,2.717496156692505,0.00020750670405504933,-0.2232841424178332,0.9772497098892927,0.0053770584,19.768279811087996,3870
1799,-33.855042450000006,65.73,4,65536,36,0.070477294921875,0.0003,0.2,1.3324528932571411,-0.0018510720430640504,-0.22341350100468843,0.9915058249607682,0.0065589417,7.286012749979273,3880
1645,-33.83226701,65.92,5,81920,49,0.0587158203125,0.0003,0.2,5.100856304168701,-0.0005891668271942763,-0.22283031567931175,0.9793417789041996,0.005148041,17.739131910237482,3890
1618,-33.66188261,65.93,6,98304,60,0.064117431640625,0.0003,0.2,1.3947850465774536,-0.00020672438145084016,-0.21835102650802582,0.9818966947495937,0.005096075,15.679284259211272,3900
1608,-34.319845439999995,66.0,7,114688,71,0.062811279296875,0.0003,0.2,1.503861665725708,-0.0014176858744576748,-0.21336455417913386,0.9769464880228043,0.005472026,19.599552715895697,3910
3433,-34.629150249999995,65.66,1,16384,4,0.06229248046875,0.0003,0.2,5.981573104858398,-0.0013993062531881151,-0.20818808886688203,0.9878940405324101,0.0062284563,9.597244905959815,3920
2056,-34.06048631000001,65.94,2,32768,15,0.064105224609375,0.0003,0.2,37.50873565673828,-0.0005064290639893443,-0.21363550649257376,0.9889252055436373,0.0066484706,9.091709528164937,3930
1881,-33.87766286,66.15,3,49152,26,0.0619140625,0.0003,0.2,4.2462615966796875,-0.00038874833844602106,-0.2030274475022452,0.9848805563524365,0.0061399704,12.939920060476288,3940
1790,-32.96887755,66.39,4,65536,36,0.061944580078125,0.0003,0.2,0.9429751634597778,-0.001685525238599439,-0.2037212730909232,0.9927620477974415,0.0059712073,5.853036169847473,3950
1738,-36.12101241,64.42,5,81920,47,0.06397705078125,0.0003,0.2,3.584855318069458,-0.0010308711442576167,-0.2019607212743722,0.9840214159339666,0.0076146806,13.50701870447956,3960
1711,-34.188775820000004,65.95,6,98304,57,0.056658935546875,0.0003,0.2,9.601347923278809,-0.0005482045311055117,-0.20713302701478825,0.963576190173626,0.0061025764,30.269240459706634,3970
1678,-34.711653430000005,65.71,7,114688,68,0.067193603515625,0.0003,0.2,1.2733436822891235,0.0004197985519567737,-0.20401077590649946,0.9893729668110609,0.006240242,8.924150138953701,3980
3637,-32.66087893,66.9,1,16384,4,0.058416748046875,0.0003,0.2,37.71725845336914,1.4081071867622086e-05,-0.21031383089721203,0.9851095657795668,0.0045855455,13.273071536328644,3990
2158,-33.48911799,66.13,2,32768,15,0.061859130859375,0.0003,0.2,6.481052875518799,0.0007656437674768313,-0.20931638912879863,0.9859340079128742,0.0056298473,12.508336026780308,4000
1903,-33.34822461,66.3,3,49152,25,0.062213134765625,0.0003,0.2,16.836769104003906,2.2688182161800798e-05,-0.20500584970868657,0.984516367316246,0.006043342,13.433760252455249,4010
1803,-33.80312902,66.23,4,65536,36,0.061444091796875,0.0003,0.2,7.798233985900879,-0.0004140418490351294,-0.20784844376612455,0.981402087956667,0.0045448495,16.3509535595309,4020
1748,-34.63074818999999,66.07,5,81920,46,0.07039794921875,0.0003,0.2,2.942140579223633,-6.370938799591386e-05,-0.2076164205092937,0.9867411609739065,0.0070101004,11.958163089491427,4030
1709,-35.63696793999999,65.1,6,98304,57,0.060430908203125,0.0003,0.2,1.589748501777649,0.0008298804349124112,-0.2010839704569662,0.9811375103890896,0.0052820905,16.306741666048765,4040
1697,-34.46093113999999,65.77,7,114688,67,0.0611328125,0.0003,0.2,10.791457176208496,0.00032166736959879925,-0.20360646099434235,0.9653489477932453,0.004750728,29.643555613188074,4050
3827,-33.24753153,66.46,1,16384,4,0.08055419921875,0.0003,0.2,26.472082138061523,-0.0004321903480558831,-0.19367984243144748,0.9764984417706728,0.0064655603,19.248241057945414,4060
2233,-32.902785550000004,66.67,2,32768,14,0.06348876953125,0.0003,0.2,1.7316408157348633,0.0009589225678382718,-0.19456878258497454,0.9899946097284555,0.0052221715,7.9327366529265415,4070
1941,-33.449760180000006,66.31,3,49152,25,0.064276123046875,0.0003,0.2,24.135595321655273,0.0002871840900297684,-0.1959656401828397,0.9820458516478539,0.007919941,15.897601055842824,4080
1820,-33.67779255,66.26,4,65536,36,0.063482666015625,0.0003,0.2,1.3427448272705078,0.0004201383660983993,-0.20133457423071377,0.9881531298160553,0.0045207776,10.607626761007122,4090
1761,-33.04953504,66.53,5,81920,46,0.06041259765625,0.0003,0.2,47.3060302734375,0.0002662846214207093,-0.19774492544820532,0.9691255148500204,0.0069849817,24.743545709596948,4100
1727,-32.94431049,66.78,6,98304,56,0.069305419921875,0.0003,0.2,24.924753189086914,0.00033017766172633857,-0.2005241239850875,0.9740437380969524,0.007262052,23.176892040949316,4110
1682,-33.87642547,66.18,7,114688,68,0.071875,0.0003,0.2,5.961752891540527,0.00015674377491450286,-0.20598389007500373,0.9709228966385126,0.006911411,25.56973555306904,4120
3911,-34.31146012,65.9,1,16384,4,0.072705078125,0.0003,0.2,1.2760645151138306,-0.00014746517063031207,-0.20275700183119624,0.9809821918606758,0.0062773954,16.541023300215603,4130
2278,-33.905002120000006,66.31,2,32768,14,0.06654052734375,0.0003,0.2,13.60434627532959,-0.0004641996527425363,-0.2065627025673166,0.9631926491856575,0.005146935,30.989397508930416,4140
1873,-32.88184333,66.5,3,49152,26,0.069073486328125,0.0003,0.2,38.3674430847168,-0.0003207044609553122,-0.20386372409993783,0.9747802894562483,0.005961666,22.262264422001316,4150
1734,-33.36349487,66.48,4,65536,37,0.0669189453125,0.0003,0.2,1.0551544427871704,-0.00045942300989736394,-0.19557940574886742,0.9896050719544291,0.021208115,8.678095990000292,4160
1676,-33.96528418,66.21,5,81920,48,0.057733154296875,0.0003,0.2,1.9688258171081543,0.0006248136548947514,-0.19745602437760681,0.9769814386963844,0.004538955,19.844880061224103,4170
1639,-37.57081874,64.02,6,98304,59,0.060516357421875,0.0003,0.2,2.831171751022339,0.0004672545195944622,-0.1969654684071429,0.9815317969769239,0.0050102985,16.597759181447326,4180
1619,-33.99069345,66.25,7,114688,70,0.069696044921875,0.0003,0.2,5.313620090484619,-0.0007073212547311414,-0.20102423460921273,0.9643482230603695,0.0067223655,31.407389395590872,4190
3366,-35.55206157,65.18,1,16384,4,0.068450927734375,0.0003,0.2,12.805689811706543,0.0010063289485970016,-0.21515315887518227,0.9673934802412987,0.005802526,28.019652647245675,4200
2068,-34.63860148,65.88,2,32768,15,0.0706298828125,0.0003,0.2,2.5506906509399414,0.00016154570662365585,-0.21404615283827297,0.9719376619905233,0.0061007054,24.71440750597976,4210
1863,-34.9696205,65.67,3,49152,26,0.066815185546875,0.0003,0.2,5.565258026123047,-0.0014518676844090805,-0.2051929668756202,0.9782002456486225,0.006879271,19.105019531724974,4220
1778,-31.94487741,67.13,4,65536,36,0.06309814453125,0.0003,0.2,2.0385193824768066,2.1198326930971233e-05,-0.20188745969207958,0.9804081972688437,0.0055741766,17.45144577883184,4230
1732,-33.27228672,66.47,5,81920,47,0.065631103515625,0.0003,0.2,1.277092456817627,-2.030606142398028e-05,-0.19725444613723084,0.9954839944839478,0.0050787684,3.071054942952469,4240
1710,-35.14660533,65.45,6,98304,57,0.058233642578125,0.0003,0.2,1.773789405822754,-0.0006867077444894676,-0.19481884354026988,0.9845889573916793,0.0052359677,13.304738302342594,4250
1683,-33.61925835,66.47,7,114688,68,0.06064453125,0.0003,0.2,2.144956350326538,0.00042016285251520456,-0.19770680667716078,0.9819668903946877,0.0062492574,16.034071297291668,4260
3879,-33.11482121,66.36,1,16384,4,0.068963623046875,0.0003,0.2,1.4643412828445435,0.0006485688313659921,-0.19284149373706896,0.9859070219099522,0.0059549417,12.938739979616367,4270
2207,-33.87519873000001,65.99,2,32768,14,0.057769775390625,0.0003,0.2,26.280914306640625,0.0002646508306952455,-0.1928569698095089,0.9799079038202763,0.004923487,17.25490262238309,4280
1912,-33.68013119,66.07,3,49152,25,0.063531494140625,0.0003,0.2,34.70100402832031,2.1111818932695313e-05,-0.18888297033554408,0.9879171503707767,0.005242045,10.645232367608696,4290
1806,-31.491424270000003,67.12,4,65536,36,0.064453125,0.0003,0.2,3.5499796867370605,-0.0007521474699387909,-0.19508596810919698,0.9787678644061089,0.007124762,18.272817349852993,4300
1733,-34.04362232,65.76,5,81920,47,0.06263427734375,0.0003,0.2,1.565317153930664,-0.0003488149127406359,-0.1925370154698612,0.9942249329760671,0.0049349936,4.6399931816384195,4310
1661,-33.1456723,66.46,6,98304,59,0.0671142578125,0.0003,0.2,31.639354705810547,-0.0009862508971764327,-0.19817405177745967,0.9737388174980879,0.0059707183,21.504234044253828,4320
1517,-32.73229012,66.57,7,114688,75,0.0650146484375,0.0003,0.2,1.6090713739395142,0.0009763878245166779,-0.19594581296842078,0.9789349492639303,0.004610857,19.281761885760353,4330
3496,-34.66038914,65.47,1,16384,4,0.064898681640625,0.0003,0.2,1.1035832166671753,8.315777372445155e-05,-0.19215081341390033,0.9890319081023335,0.005350049,10.083516016788781,4340
2183,-32.51893853000001,66.96,2,32768,15,0.055255126953125,0.0003,0.2,1.5973535776138306,0.0003393869416868256,-0.19585853472235612,0.9897272055968642,0.0036989013,9.336739564035089,4350
1963,-32.037349840000005,67.17,3,49152,25,0.060797119140625,0.0003,0.2,0.8726693391799927,-0.0007074831046793406,-0.19679312655061948,0.9907912854105234,0.005678987,8.38539507528767,4360
1833,-33.44335185,66.37,4,65536,35,0.064422607421875,0.0003,0.2,0.6881915926933289,-0.0009993806947477424,-0.19131200348201674,0.9929035636596382,0.0071993573,6.171109256520867,4370
1773,-32.718899289999996,66.3,5,81920,46,0.05889892578125,0.0003,0.2,2.0088677406311035,1.108931237467914e-05,-0.19767847551265733,0.9880374437198043,0.005164246,10.06613234435208,4380
1736,-32.81865585,66.25,6,98304,56,0.058721923828125,0.0003,0.2,13.974373817443848,0.00033705115847624254,-0.1954372712149052,0.9891797406598926,0.0049214344,9.499289691774175,4390
1716,-31.74370614,67.02,7,114688,66,0.063397216796875,0.0003,0.2,5.729610443115234,-0.000994827604472448,-0.19750137734226883,0.9867109460756183,0.005822224,11.673129771510139,4400
3825,-33.91564298,65.8,1,16384,4,0.057830810546875,0.0003,0.2,2.075134754180908,0.0006012826462665543,-0.19675788386375642,0.9808383416384459,0.0069605815,16.147897066222505,4410
2196,-34.40482120000001,65.72,2,32768,14,0.060443115234375,0.0003,0.2,1.7104735374450684,-0.0004243245800353179,-0.197888835525373,0.9694230239838362,0.005618892,24.60499943578616,4420
1918,-33.60698885,66.19,3,49152,25,0.06802978515625,0.0003,0.2,30.8961124420166,-3.867890955007169e-05,-0.19770348881429528,0.9777770712971687,0.0061701955,19.58963039861992,4430
1784,-33.53117691,66.21,4,65536,36,0.070977783203125,0.0003,0.2,27.59791374206543,-0.0005588438555605534,-0.20435228267742786,0.9748355224728584,0.005588552,21.97219125861302,4440
1732,-33.26921501,66.29,5,81920,47,0.06702880859375,0.0003,0.2,3.9246976375579834,-0.0004581191973556997,-0.20422472236678005,0.9756000619381666,0.0059980275,21.39714891742915,4450
1691,-33.42838255,66.27,6,98304,58,0.0670654296875,0.0003,0.2,1.6784868240356445,0.000518391256105133,-0.194893692136975,0.9786500539630651,0.0054662274,18.8608794036787,4460
1604,-33.25020718,66.13,7,114688,71,0.06478271484375,0.0003,0.2,5.427729606628418,0.00026329778265790085,-0.1980977288534632,0.9839274436235428,0.0059661674,14.041932077286765,4470
3774,-32.44707994,66.7,1,16384,4,0.06285400390625,0.0003,0.2,2.0316624641418457,-0.0018029059185209917,-0.19959341184585355,0.9908251678571105,0.0052185254,7.587103855074384,4480
1988,-32.81360477,66.75,2,32768,16,0.067498779296875,0.0003,0.2,22.03126335144043,-0.00033293555288764763,-0.20073963649047072,0.9794458001852036,0.006587908,18.087488716235384,4490
1811,-32.95721598,66.56,3,49152,27,0.07056884765625,0.0003,0.2,12.042781829833984,-0.00017342849732813193,-0.20271357590099798,0.9871905110776424,0.005661255,10.51647418178618,4500
1758,-35.74447137999999,64.7,4,65536,37,0.063018798828125,0.0003,0.2,1.1829960346221924,0.00023167247218225384,-0.20101689501898362,0.9930101125501096,0.004186303,5.9114334647543725,4510
1728,-34.06976535999999,66.14,5,81920,47,0.061419677734375,0.0003,0.2,2.0959599018096924,-0.0010572664587925828,-0.19351689095492475,0.9700695481151342,0.0055316566,24.16996290325187,4520
1710,-35.116470099999994,65.76,6,98304,57,0.070489501953125,0.0003,0.2,4.700695991516113,-0.0011158577824517124,-0.20077273300848902,0.9778393190354109,0.0068982546,19.886642503086478,4530
1690,-33.71078302,66.61,7,114688,67,0.070135498046875,0.0003,0.2,57.24408721923828,0.0010203493517110473,-0.21372965843765995,0.9731118138879538,0.0061454345,23.843076574290173,4540
3967,-34.49531533999999,66.12,1,16384,4,0.07149658203125,0.0003,0.2,1.7075982093811035,-0.00015419327442032227,-0.20136672129738145,0.9820849262177944,0.006054521,15.588251012912952,4550
2299,-32.4401691,67.09,2,32768,14,0.06142578125,0.0003,0.2,1.589353084564209,-0.0002801303941851074,-0.1985363187326584,0.9787346459925175,0.0056653977,17.88499125172384,4560
2027,-31.936920210000004,67.14,3,49152,24,0.064886474609375,0.0003,0.2,2.0922365188598633,-0.0006690921462904953,-0.19226307509525215,0.9904190264642239,0.0054444536,8.65089691518806,4570
1913,-34.068571430000006,65.82,4,65536,34,0.063623046875,0.0003,0.2,1.1130728721618652,0.0003175264530000277,-0.18624128972878679,0.984037771821022,0.0058570686,13.78154958577361,4580
1856,-33.28623235,66.53,5,81920,44,0.063232421875,0.0003,0.2,17.025287628173828,-0.00032750404825492295,-0.18713414281373844,0.9825905431061983,0.0045925695,15.157466310216114,4590
1787,-34.17149546,65.53,6,98304,54,0.0617431640625,0.0003,0.2,13.63219928741455,-0.00011795733526014374,-0.18485694362898358,0.9904442001134157,0.0055862498,8.696732998592779,4600
1751,-31.327820619999997,67.41,7,114688,65,0.06041259765625,0.0003,0.2,7.343786716461182,-0.0007233462682506797,-0.1834804451355012,0.9747915770858526,0.0055357097,19.842793589038774,4610
3997,-32.75614608,66.42,1,16384,4,0.0559326171875,0.0003,0.2,1.0904297828674316,0.0005329367529157026,-0.17520114390354138,0.9892081096768379,0.0038237977,9.424088295293041,4620
2318,-32.828251339999994,66.47,2,32768,14,0.055889892578125,0.0003,0.2,16.88788414001465,-0.0005417803808541067,-0.172233705574763,0.9819344691932201,0.0053245556,15.955310817062855,4630
2021,-33.40640471,66.26,3,49152,24,0.0602294921875,0.0003,0.2,1.3541312217712402,-0.0005693214347274988,-0.17001236343057827,0.9924516989849508,0.004403459,6.529339364659973,4640
1909,-33.007513509999995,66.4,4,65536,34,0.0515625,0.0003,0.2,2.3233275413513184,-0.0002812475198197717,-0.16910813425784,0.9794944003224373,0.0054223295,17.74661832372658,4650
1851,-32.90611202,65.93,5,81920,44,0.064453125,0.0003,0.2,2.2432074546813965,-0.0006697017114674963,-0.16661240195389837,0.9859022861346602,0.007856944,12.613315170397982,4660
1739,-32.10652679,66.82,6,98304,56,0.05806884765625,0.0003,0.2,3.169137954711914,-0.00048657916927368204,-0.16425618100329303,0.985291606746614,0.0052734716,13.239790022559465,4670
1663,-32.05398815,66.9,7,114688,68,0.06295166015625,0.0003,0.2,2.7954604625701904,-0.00021068916348667698,-0.16889970209158492,0.9652619510889053,0.00591601,28.082839690847322,4680
3470,-33.21556959,66.39,1,16384,4,0.062261962890625,0.0003,0.2,7.10502815246582,0.00021365555608099385,-0.15957844354270492,0.9808570351451635,0.0052873306,17.45572120943107,4690
2005,-32.70373316999999,66.39,2,32768,16,0.063165283203125,0.0003,0.2,1.1271799802780151,-0.0006899656243149366,-0.16029453290975654,0.9857398550957441,0.0045351177,12.863773730443791,4700
1844,-33.55500140000001,65.92,3,49152,26,0.05433349609375,0.0003,0.2,1.2444713115692139,-0.0004428136410751904,-0.16418881881108974,0.9856301881372929,0.0058502313,12.55323064343538,4710
1780,-33.58188066,66.09,4,65536,36,0.0606689453125,0.0003,0.2,3.328779458999634,-0.00017596641919226386,-0.15850253039097878,0.9629868976771832,0.0056959065,28.631804914958774,4720
1747,-32.480605680000004,66.38,5,81920,46,0.06209716796875,0.0003,0.2,2.98911714553833,-0.000533126983918919,-0.16263855604047422,0.9814369641244411,0.0054920297,15.866747351363301,4730
1719,-35.27015644,64.89,6,98304,57,0.063604736328125,0.0003,0.2,2.569566249847412,-0.0007261688149810652,-0.16240447731688618,0.9917827462777495,0.0049263993,7.273175832815468,4740
1699,-32.759426639999994,66.56,7,114688,67,0.058746337890625,0.0003,0.2,3.296266794204712,-0.0006935332100965752,-0.15988056318892632,0.9879158046096563,0.0048842346,10.607280432246625,4750
3926,-33.70259148,65.69,1,16384,4,0.057330322265625,0.0003,0.2,3.962480306625366,-0.0007823122048648656,-0.15932106540421956,0.9769807029515505,0.006326972,20.461452398682013,4760
2313,-33.827102690000004,65.66,2,32768,14,0.063720703125,0.0003,0.2,1.7360496520996094,-0.0006551417041464446,-0.16089814350998494,0.9774565100669861,0.0065355664,19.625696649728344,4770
2038,-35.46419745,64.7,3,49152,24,0.053033447265625,0.0003,0.2,8.744421005249023,0.0004985232081253343,-0.15640761239919812,0.9703203924000263,0.0042389706,25.64253580714576,4780
1896,-33.54316517,66.25,4,65536,34,0.06016845703125,0.0003,0.2,27.007869720458984,0.00014190090105330454,-0.16420575125375764,0.9665757231414318,0.0054524587,29.80398736456409,4790
1771,-33.58380349,65.77,5,81920,46,0.061810302734375,0.0003,0.2,2.9494059085845947,0.00045630419858753155,-0.16133941317093559,0.9655032753944397,0.0056990553,30.90851176274009,4800
1679,-33.94749951000001,65.63,6,98304,58,0.059576416015625,0.0003,0.2,28.990161895751953,-4.6771939742029646e-05,-0.1596425921539776,0.9650296941399574,0.0062919073,30.450870644673707,4810
1632,-33.39683031,66.09,7,114688,70,0.060906982421875,0.0003,0.2,1.1984224319458008,0.00035406093875280933,-0.15757126626267565,0.9900247612968087,0.0043193502,7.701194500178099,4820
3864,-35.04415854,65.41,1,16384,4,0.052703857421875,0.0003,0.2,1.396540641784668,-0.0009438532880267303,-0.1594978320383234,0.9826988391578197,0.0055994485,14.815102923288942,4830
2202,-32.86063323,66.51,2,32768,14,0.055120849609375,0.0003,0.2,7.133376121520996,2.4834978376020445e-05,-0.16020263446553146,0.9743359573185444,0.0039500333,21.201645191572606,4840
1916,-33.15366835,66.03,3,49152,25,0.05894775390625,0.0003,0.2,1.050583004951477,0.0007584310140373418,-0.15523615480633451,0.9882184760645032,0.0048034266,9.895571926888078,4850
1806,-31.91162573,66.48,4,65536,36,0.058172607421875,0.0003,0.2,1.8467001914978027,0.0005241084539875374,-0.152276838265243,0.985596215352416,0.004367964,12.973475431092083,4860
1748,-33.004675999999996,66.19,5,81920,46,0.063616943359375,0.0003,0.2,3.7893424034118652,-0.0009602770045603392,-0.1546599599503679,0.9842987712472677,0.0063016703,13.611212515691296,4870
1718,-32.55932422,66.55,6,98304,57,0.06591796875,0.0003,0.2,10.66970443725586,-0.0005277184500300791,-0.15561762407014612,0.9782237336039543,0.0063485513,19.363999352324754,4880
1652,-34.748636080000004,65.21,7,114688,69,0.058154296875,0.0003,0.2,41.41195297241211,-7.350493501689925e-05,-0.1547958019305952,0.9808379579335451,0.0060340622,17.200815733498892,4890
3528,-34.41745221,65.57,1,16384,4,0.0595947265625,0.0003,0.2,13.608781814575195,3.999120617663721e-05,-0.15160742611042224,0.9750754125416279,0.004805992,22.1920516862534,4900
2112,-33.38869141000001,66.36,2,32768,15,0.060833740234375,0.0003,0.2,4.177007675170898,0.0006825377532095444,-0.1560750360833481,0.9653879217803478,0.0056706266,30.1579071699176,4910
1871,-33.498606890000005,65.96,3,49152,26,0.06279296875,0.0003,0.2,2.2247695922851562,0.0012217246601267107,-0.16305886662448757,0.9819016121327877,0.0060733524,16.379232476837934,4920
1764,-33.00371191,66.41,4,65536,37,0.056719970703125,0.0003,0.2,1.3567514419555664,-0.0002183262413382181,-0.16725576842727605,0.987072478979826,0.0059499005,11.309628458577208,4930
1715,-32.705511200000004,66.88,5,81920,47,0.0603515625,0.0003,0.2,0.8296987414360046,-0.0001456668764603819,-0.1735794835811248,0.9794368613511324,0.004634059,18.071746369590983,4940
1619,-33.52914438,66.28,6,98304,60,0.0625732421875,0.0003,0.2,3.1151466369628906,6.983799503359477e-05,-0.16864186692982913,0.9747143927961588,0.0050336383,21.770801823819056,4950
1586,-33.92731113,66.31,7,114688,72,0.0666259765625,0.0003,0.2,10.974400520324707,-0.0005984585595797398,-0.17093286773597355,0.9798311293125153,0.006191698,17.87966641690582,4960
