rollout/ep_rew_mean,train/entropy_loss,train/explained_variance,train/value_loss,train/n_updates,train/policy_loss,time/iterations,train/learning_rate,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps
-85.49958151999998,-4.221965789794922,0.9802834000438452,1.4284223318099976,2399,-0.7352399826049805,2400,0.0007,37,2534,18.29,96000
-86.20619237000002,-3.8390541076660156,0.9781550019979477,1.9058202505111694,2499,-0.1516195833683014,2500,0.0007,39,2530,19.52,100000
-85.69022913,-3.2649853229522705,0.9870164347812533,0.9331644773483276,2599,-0.7192230224609375,100,0.0007,1,2747,18.95,4000
-84.14461582000001,-2.456709146499634,0.9968896391801536,0.347207248210907,2699,-0.160532146692276,200,0.0007,2,2736,18.06,8000
-83.88189075,-1.8498430252075195,0.995912279933691,0.1866595298051834,2799,-0.03370809927582741,300,0.0007,4,2711,18.67,12000
-83.90479969999998,-1.8447349071502686,0.9812520630657673,1.0756638050079346,2899,-0.997411847114563,400,0.0007,6,2630,18.61,16000
-83.77321976000002,-1.6881523132324219,0.9972309675067663,0.2905195653438568,2999,-0.17577257752418518,500,0.0007,7,2636,18.7,20000
-83.70093594999999,-1.6567996740341187,0.9948462126776576,0.576357364654541,3099,0.4753931164741516,600,0.0007,9,2629,18.26,24000
-83.70884763,-1.348508596420288,0.9983570472104475,0.15793053805828094,3199,0.17665761709213257,700,0.0007,10,2643,18.72,28000
-84.20887622000001,-1.688793420791626,0.9841801282018423,1.4105684757232666,3299,0.20352625846862793,800,0.0007,12,2661,18.15,32000
-83.92238129000002,-1.5735604763031006,0.9908823827281594,0.8879590034484863,3399,0.448029100894928,900,0.0007,13,2676,18.16,36000
-83.55571625,-1.6359827518463135,0.9954894073307514,0.801231861114502,3499,-0.6554922461509705,1000,0.0007,14,2689,18.45,40000
-83.66055050000001,-1.4451625347137451,0.9977206864859909,0.1453264057636261,3599,-0.16899661719799042,1100,0.0007,16,2694,18.74,44000
-83.78577299,-1.3158172369003296,0.9975848812609911,0.33968111872673035,3699,-0.2202455699443817,1200,0.0007,17,2701,18.56,48000
-83.86325244000001,-1.2933251857757568,0.996417339425534,0.7096257209777832,3799,-1.0789116621017456,1300,0.0007,19,2689,18.57,52000
-83.86333537,-1.081655740737915,0.999165560118854,0.04485093429684639,3899,-0.017375174909830093,1400,0.0007,20,2691,18.72,56000
-83.79024524,-1.1918872594833374,0.9904446052387357,0.7579423189163208,3999,0.3316705524921417,1500,0.0007,22,2694,18.67,60000
-83.58912482000001,-1.0531871318817139,0.9955264572054148,0.5203684568405151,4099,-0.3089585304260254,1600,0.0007,23,2702,18.7,64000
-83.56836145999999,-0.8033896684646606,0.9970902935601771,0.35363641381263733,4199,-0.05535117909312248,1700,0.0007,25,2704,18.64,68000
-83.27702807,-0.742759644985199,0.9976854452397674,0.21756072342395782,4299,-0.16365881264209747,1800,0.0007,26,2704,18.84,72000
-83.43996391000002,-0.799325704574585,0.997680600034073,0.3695095181465149,4399,-0.3898636996746063,1900,0.0007,28,2705,18.66,76000
-83.67560956999999,-1.152801752090454,0.9935543183237314,0.7840856909751892,4499,-0.4091349244117737,2000,0.0007,29,2710,18.57,80000
-83.65764203999998,-1.2886972427368164,0.9975851671770215,0.1793496310710907,4599,-0.06880916655063629,2100,0.0007,31,2708,18.64,84000
-83.82026544000001,-1.3254976272583008,0.997689071809873,0.18168361485004425,4699,-0.059190936386585236,2200,0.0007,32,2713,18.27,88000
-83.35038107,-1.5381757020950317,0.9977593699004501,0.23787632584571838,4799,0.09901819378137589,2300,0.0007,33,2716,17.84,92000
-83.39715487,-1.4745935201644897,0.9963459968566895,0.19655238091945648,4899,0.38303253054618835,2400,0.0007,35,2717,17.88,96000
-83.33647996000002,-1.4962908029556274,0.9944082438014448,0.6220858693122864,4999,-0.10514525324106216,2500,0.0007,36,2719,18.21,100000
-83.44999325,-1.432546615600586,0.9958897386677563,0.30214905738830566,5099,0.20559971034526825,100,0.0007,1,2444,18.18,4000
-83.32171715,-1.2560468912124634,0.9974861156661063,0.3295307755470276,5199,0.037432990968227386,200,0.0007,3,2592,18.13,8000
-83.08186760000001,-1.147217869758606,0.9982540493365377,0.40484824776649475,5299,-0.8767398595809937,300,0.0007,4,2614,18.32,12000
-83.51507705000002,-0.7254610061645508,0.9942724527791142,0.6722394227981567,5399,0.03309566155076027,400,0.0007,6,2620,18.47,16000
-83.12229002,-0.7264522910118103,0.9979833606630564,0.23708859086036682,5499,0.08523143827915192,500,0.0007,7,2596,18.06,20000
-83.06008428000001,-0.7026125192642212,0.9967930533457547,0.232387512922287,5599,-0.18959501385688782,600,0.0007,9,2623,18.5,24000
-83.11864908999998,-0.5004203915596008,0.9977940167300403,0.2718251049518585,5699,-0.03063569962978363,700,0.0007,10,2647,18.63,28000
-82.98981446000002,-0.5706847906112671,0.9982807533815503,0.2072090208530426,5799,-0.03730594366788864,800,0.0007,12,2663,18.07,32000
-82.68225816,-0.6892563700675964,0.9975895339157432,0.19742421805858612,5899,-0.004881220869719982,900,0.0007,13,2676,18.38,36000
-83.05019235,-0.6134454607963562,0.9967065004166216,0.2933782935142517,5999,-0.03525560349225998,1000,0.0007,14,2673,18.54,40000
-82.97594755,-0.5675715208053589,0.9963437400292605,0.35478970408439636,6099,0.14116965234279633,1100,0.0007,16,2680,18.54,44000
-82.97021443,-0.4910798668861389,0.9967794811818749,0.2888813614845276,6199,-0.06483940780162811,1200,0.0007,17,2688,18.56,48000
-83.17956027,-0.1878734827041626,0.9982301890850067,0.15557245910167694,6299,0.06236155703663826,1300,0.0007,19,2696,18.74,52000
-83.37002682999999,-0.11722679436206818,0.9954053312540054,0.4617489278316498,6399,0.004769505001604557,1400,0.0007,20,2693,18.65,56000
-83.52883122000001,-0.19480736553668976,0.9976186472922564,0.2505350708961487,6499,0.10542051494121552,1500,0.0007,22,2698,18.49,60000
-83.42752625000001,-0.2752179503440857,0.9972413252107799,0.25317493081092834,6599,-0.02815399505198002,1600,0.0007,23,2704,18.59,64000
-83.18687448,-0.8964834213256836,0.9980343780480325,0.1836436688899994,6699,-0.08773086965084076,1700,0.0007,25,2711,18.76,68000
-82.86525189000002,-0.7883537411689758,0.9990117325214669,0.06640692055225372,6799,-0.020378056913614273,1800,0.0007,26,2712,17.91,72000
-83.18117143999999,-0.9715448617935181,0.9950821967795491,0.6351335048675537,6899,0.24093779921531677,1900,0.0007,28,2707,17.8,76000
-83.11364176,-0.8792797327041626,0.9977070970926434,0.26722073554992676,6999,-0.21036016941070557,2000,0.0007,29,2695,17.87,80000
-83.22435634,-1.035038948059082,0.9962300062179565,0.3642379343509674,7099,0.0324387364089489,2100,0.0007,31,2679,18.46,84000
-83.06196473999998,-0.6048877239227295,0.9899143949151039,1.1369162797927856,7199,-0.42038336396217346,2200,0.0007,33,2663,18.75,88000
-83.14008755,-0.8976934552192688,0.9981064113089815,0.18427559733390808,7299,0.23681578040122986,2300,0.0007,34,2660,19.07,92000
-83.15636551,-0.5232867002487183,0.9919332703575492,0.4627593457698822,7399,-0.03361877053976059,2400,0.0007,36,2656,18.5,96000
-83.16796144,-0.900619387626648,0.9929655948653817,0.34422773122787476,7499,-0.16063782572746277,2500,0.0007,37,2660,18.65,100000
-83.3061349,-0.8621023297309875,0.9927438898012042,0.9866231679916382,7599,-0.35879701375961304,100,0.0007,1,2444,18.41,4000
-83.14303155999998,-0.9028694033622742,0.9885450638830662,1.4344604015350342,7699,0.41171398758888245,200,0.0007,3,2517,17.84,8000
-83.01954221,-1.0103647708892822,0.9963205265812576,0.4906013607978821,7799,-0.3293899893760681,300,0.0007,4,2544,18.31,12000
-83.05692684,-1.031397819519043,0.9975599783938378,0.241519495844841,7899,0.12382686138153076,400,0.0007,6,2605,18.44,16000
-83.15732111,-0.7831761837005615,0.9943355284631252,0.5867729187011719,7999,-0.1229483112692833,500,0.0007,7,2616,18.41,20000
-83.28498238000002,-0.7333472967147827,0.9982772094663233,0.17891183495521545,8099,0.14566251635551453,600,0.0007,9,2644,18.74,24000
-83.21985261,-0.9841049313545227,0.9044439122080803,9.831113815307617,8199,-2.652675151824951,700,0.0007,10,2669,18.39,28000
-82.90920444,-1.0932316780090332,0.9947451427578926,0.26126763224601746,8299,0.272459477186203,800,0.0007,11,2691,18.68,32000
-83.18282144000001,-0.8401386141777039,0.998007453745231,0.28745022416114807,8399,0.09754717350006104,900,0.0007,13,2653,18.8,36000
-82.96094346000001,-0.5076881647109985,0.9988533469149843,0.12890665233135223,8499,0.07860476523637772,1000,0.0007,15,2608,18.63,40000
-82.64582021999999,-0.44753432273864746,0.9982305647572502,0.19899412989616394,8599,-0.08161725103855133,1100,0.0007,16,2624,18.51,44000
-82.98679308999999,-0.3770104944705963,0.994868699926883,1.911006212234497,8699,-0.3858524560928345,1200,0.0007,18,2602,17.81,48000
-83.13061778,-0.4379870891571045,0.9982457022415474,0.15186220407485962,8799,-0.05686740204691887,1300,0.0007,19,2604,18.17,52000
-82.94234144,-0.2764817178249359,0.9967434240970761,0.34283944964408875,8899,-0.0007877476746216416,1400,0.0007,21,2582,18.17,56000
-83.40018355000001,-0.22701725363731384,0.9984684465453029,0.1049840897321701,8999,-0.06795709580183029,1500,0.0007,23,2551,18.54,60000
-82.88402018000001,-0.13654939830303192,0.9939630208536983,0.3732471764087677,9099,-0.17286741733551025,1600,0.0007,25,2523,18.37,64000
-83.38932688999999,-0.14261820912361145,0.9961342278402299,0.40697145462036133,9199,-0.013610189780592918,1700,0.0007,26,2532,18.57,68000
-83.16692367,-0.1213458925485611,0.9858705420047045,1.3542510271072388,9299,0.44147077202796936,1800,0.0007,28,2538,18.14,72000
-83.08456345999998,-0.22601458430290222,0.9971991167403758,0.3764537572860718,9399,0.0175337977707386,1900,0.0007,29,2544,18.71,76000
-82.94656327000001,-0.20694725215435028,0.9967826989013702,0.41208869218826294,9499,0.10253629833459854,2000,0.0007,31,2549,18.36,80000
-82.55339628,-0.0839993804693222,0.9985639307415113,0.1116790622472763,9599,0.1063918024301529,2100,0.0007,32,2557,18.63,84000
-82.85952369,-0.12230505049228668,0.9974003252573311,0.30529943108558655,9699,-0.012354294769465923,2200,0.0007,34,2559,18.48,88000
-83.06605241999999,-0.16661754250526428,0.9986969082383439,0.06896986067295074,9799,0.054889094084501266,2300,0.0007,35,2562,17.91,92000
-82.99626231,-0.19378317892551422,0.9985648634610698,0.2294594943523407,9899,0.08313746750354767,2400,0.0007,37,2558,18.57,96000
-82.81204107999999,-0.19199278950691223,0.9977905771229416,0.3463912606239319,9999,-0.13746263086795807,2500,0.0007,39,2556,18.91,100000
-83.20571767,-0.13917340338230133,0.9980752114206553,0.2552889883518219,10099,-0.023586522787809372,100,0.0007,1,2618,18.56,4000
-83.08770528,-0.1390538215637207,0.9977264208719134,0.17002007365226746,10199,0.024146301671862602,200,0.0007,2,2713,18.16,8000
-82.94494317,-0.10364232212305069,0.9960785997100174,0.20860445499420166,10299,-0.008408420719206333,300,0.0007,4,2627,18.55,12000
-83.36469535999998,-0.0806342363357544,0.9980164561420679,0.24030020833015442,10399,-0.024088209494948387,400,0.0007,6,2612,18.64,16000
-82.77102952,-0.17360451817512512,0.9966237882617861,0.39081528782844543,10499,-0.026070769876241684,500,0.0007,7,2648,18.64,20000
-83.15723665,-0.054890621453523636,0.9951891796663404,0.17185848951339722,10599,0.0013414687709882855,600,0.0007,9,2663,18.67,24000
-82.70965362000001,-0.09944531321525574,0.9893681928515434,0.5010520219802856,10699,-0.05960587412118912,700,0.0007,10,2685,18.35,28000
-82.70631181,-0.2473897486925125,0.9968245127238333,0.13764069974422455,10799,-0.034763921052217484,800,0.0007,11,2701,18.55,32000
-82.77362879999998,-0.15787258744239807,0.9958792962133884,0.3967272639274597,10899,0.038517989218235016,900,0.0007,13,2704,18.31,36000
-83.00642114,-0.14431391656398773,0.9910054197534919,0.46259886026382446,10999,-0.09919849783182144,1000,0.0007,14,2708,18.17,40000
-82.97628660999999,-0.23913809657096863,0.9985798677662387,0.1777292937040329,11099,0.04164163023233414,1100,0.0007,16,2721,18.35,44000
-82.84973590999999,-0.0924714058637619,0.997126241447404,0.31038540601730347,11199,0.0015673727029934525,1200,0.0007,17,2729,17.96,48000
-83.0508001,-0.18443961441516876,0.9975348925217986,0.23130878806114197,11299,-0.06324394047260284,1300,0.0007,19,2730,17.71,52000
-82.96559502,-0.08227842301130295,0.9952066168189049,0.5238698720932007,11399,-0.004377464763820171,1400,0.0007,20,2736,17.92,56000
-83.07219071000002,-0.253024160861969,0.998967801569961,0.17006467282772064,11499,0.016011159867048264,1500,0.0007,21,2739,18.46,60000
-83.13558723,-0.21795682609081268,0.998968159314245,0.11640261113643646,11599,-0.006628354545682669,1600,0.0007,23,2741,18.47,64000
-83.13733137,-0.11740672588348389,0.9972761417739093,0.3901030123233795,11699,0.0006579422624781728,1700,0.0007,24,2742,18.54,68000
-83.14102967000001,-0.1076197400689125,0.9929392295889556,0.8656713366508484,11799,1.6672909623594023e-05,1800,0.0007,26,2744,17.93,72000
-83.47934588999999,-0.022902395576238632,0.9982404361944646,0.09048974514007568,11899,0.00022974485182203352,1900,0.0007,27,2749,18.3,76000
-83.4592604,-0.017368800938129425,0.9979410904925317,0.18755953013896942,11999,-0.038326360285282135,2000,0.0007,29,2749,18.48,80000
-83.22683702999998,-0.12677332758903503,0.996765200747177,0.5506035685539246,12099,0.059479616582393646,2100,0.0007,30,2749,18.53,84000
-82.74457717,-0.10344599187374115,0.9969260664656758,0.27345016598701477,12199,-0.006895033176988363,2200,0.0007,31,2753,18.14,88000
-82.93170682999998,-0.050535909831523895,0.9979427631478757,0.2915675640106201,12299,-0.002341474173590541,2300,0.0007,33,2757,17.98,92000
-83.30546397,-0.17217986285686493,0.9987562433816493,0.15134431421756744,12399,-0.0005406465497799218,2400,0.0007,34,2760,18.39,96000
-83.09706737,-0.14496523141860962,0.9991124003427103,0.13675308227539062,12499,0.06061245873570442,2500,0.0007,36,2759,18.37,100000
-83.11508746,-0.07709963619709015,0.999286123085767,0.09360440820455551,12599,-0.0033953902311623096,100,0.0007,1,2684,18.6,4000
-82.97904215,-0.021895013749599457,0.9968844729010016,0.1866467297077179,12699,0.00027405109722167253,200,0.0007,2,2748,18.78,8000
-83.05134106,-0.12628424167633057,0.998198956483975,0.21813294291496277,12799,-0.04956640675663948,300,0.0007,4,2760,18.64,12000
-82.97642833,-0.09055556356906891,0.997572572203353,0.33619698882102966,12899,0.01900852844119072,400,0.0007,5,2755,18.58,16000
-82.91157446999999,-0.1218559741973877,0.9995869513950311,0.047559820115566254,12999,0.002533052582293749,500,0.0007,7,2705,18.15,20000
-83.02361944999998,-0.11796240508556366,0.9960879450663924,0.2999679148197174,13099,-0.011815688572824001,600,0.0007,9,2651,18.35,24000
-82.70581750000001,-0.06474211066961288,0.9969097638968378,0.319913774728775,13199,0.09056303650140762,700,0.0007,10,2643,18.34,28000
-82.87260710999999,-0.10219550132751465,0.9986294655827805,0.23283550143241882,13299,-0.013676777482032776,800,0.0007,12,2652,18.29,32000
-83.05191658000001,-0.13539710640907288,0.996784222079441,0.35166725516319275,13399,0.05123916268348694,900,0.0007,13,2659,18.33,36000
-83.07624270999999,-0.009417039342224598,0.9967679530382156,0.2971673905849457,13499,0.00046775309601798654,1000,0.0007,14,2676,18.33,40000
-83.02447381999998,-0.06998816877603531,0.9979847145732492,0.13224327564239502,13599,-0.01701229438185692,1100,0.0007,16,2684,18.47,44000
-82.92054959,-0.07895869016647339,0.9980396202299744,0.21272282302379608,13699,-0.010317867621779442,1200,0.0007,17,2691,18.03,48000
-83.10795497000001,-0.12833629548549652,0.9983478848589584,0.20158293843269348,13799,-0.03854150325059891,1300,0.0007,19,2685,18.04,52000
-82.98750068999999,-0.08450531214475632,0.9973502000793815,0.23769482970237732,13899,-0.053724415600299835,1400,0.0007,20,2686,18.69,56000
-83.09010992000002,-0.13388539850711823,0.9994356313836761,0.1077641025185585,13999,-0.029512712731957436,1500,0.0007,22,2690,18.59,60000
-82.95802432,-0.08320322632789612,0.9958467218093574,0.28795126080513,14099,0.0018450568895787,1600,0.0007,23,2694,18.43,64000
-82.91132764000002,-0.08343329280614853,0.998669670894742,0.12533654272556305,14199,-0.0262590441852808,1700,0.0007,25,2699,18.41,68000
-82.8776499,-0.20066997408866882,0.9991127453977242,0.10698875039815903,14299,0.04034766927361488,1800,0.0007,26,2704,18.29,72000
-82.94269075,-0.04463731497526169,0.9968678941950202,0.07212059199810028,14399,-7.484783418476582e-05,1900,0.0007,28,2708,18.45,76000
-82.76329277,-0.14486746490001678,0.9979785224422812,0.2031722366809845,14499,-0.10466903448104858,2000,0.0007,29,2712,18.78,80000
-82.92024001,-0.12392501533031464,0.9961269071791321,0.5078862309455872,14599,-0.013383281417191029,2100,0.0007,30,2717,18.71,84000
-83.30176639,-0.04913606122136116,0.9976769734639674,0.3752909004688263,14699,0.005741951055824757,2200,0.0007,32,2718,18.44,88000
-82.97232390999997,-0.11816549301147461,0.9967789540532976,0.31450384855270386,14799,-0.0035592999774962664,2300,0.0007,33,2724,18.27,92000
-83.03757827999999,-0.04253347963094711,0.9976405024062842,0.256858766078949,14899,-0.013724428601562977,2400,0.0007,35,2723,18.45,96000
-83.06912763,-0.07699166983366013,0.9977639205753803,0.19582045078277588,14999,-0.004638084210455418,2500,0.0007,36,2725,17.95,100000
-82.85493781,-0.08508558571338654,0.9947608499787748,0.461483895778656,15099,0.005907952785491943,100,0.0007,1,2768,18.27,4000
-82.65093791,-0.061221927404403687,0.9989425524836406,0.12406329065561295,15199,-0.0007021003402769566,200,0.0007,2,2808,18.58,8000
-83.05574222999999,-0.013506638817489147,0.9949360624887049,0.3560936450958252,15299,0.0003079921007156372,300,0.0007,4,2782,18.26,12000
-82.93877498,-0.06455928087234497,0.9975327530410141,0.1876390278339386,15399,0.0015162036288529634,400,0.0007,5,2781,18.38,16000
-82.93044438999999,-0.1110929474234581,0.9943996570073068,0.628721296787262,15499,0.003871307475492358,500,0.0007,7,2776,18.42,20000
-83.00076277000002,-0.07894828170537949,0.9992965893470682,0.060962967574596405,15599,0.002174205146729946,600,0.0007,8,2772,18.51,24000
-82.83031331000001,-0.11067274957895279,0.997139998478815,0.23900333046913147,15699,0.002044081687927246,700,0.0007,10,2787,18.41,28000
-82.91508587,-0.06240582466125488,0.9983551469631493,0.1880878061056137,15799,0.0342664010822773,800,0.0007,11,2787,18.62,32000
-82.72282487999999,-0.09825552999973297,0.9977684032637626,0.23290613293647766,15899,-0.12224698066711426,900,0.0007,12,2787,18.37,36000
-82.94506521,-0.09554143995046616,0.9984970489749685,0.16596204042434692,15999,0.010409476235508919,1000,0.0007,14,2792,18.55,40000
-82.96212030000001,-0.04952147603034973,0.996561115141958,0.3453024625778198,16099,-0.01467989943921566,1100,0.0007,15,2787,18.82,44000
-82.85985342000002,-0.16004765033721924,0.9967955388128757,0.20417420566082,16199,0.03571264445781708,1200,0.0007,17,2783,18.53,48000
-82.63915968,-0.07886127382516861,0.9959694277495146,0.3360435962677002,16299,-0.0008314137230627239,1300,0.0007,18,2784,18.66,52000
-82.95523175,-0.15159599483013153,0.9979624894913286,0.4917115569114685,16399,0.03035409189760685,1400,0.0007,20,2790,18.47,56000
-82.97697806000001,-0.06971368193626404,0.9978272707667202,0.18772849440574646,16499,-0.005892342887818813,1500,0.0007,21,2786,18.27,60000
-82.98594115999998,-0.06735571473836899,0.9975075668189675,0.30541396141052246,16599,-0.029576757922768593,1600,0.0007,22,2786,18.39,64000
-82.90072101999998,-0.1334555745124817,0.9986019239295274,0.18120339512825012,16699,-0.019078347831964493,1700,0.0007,24,2789,18.43,68000
-82.98188539,-0.039861708879470825,0.995383330155164,0.4627184271812439,16799,0.008422458544373512,1800,0.0007,25,2789,18.59,72000
-83.00232149,-0.034512072801589966,0.9985095178708434,0.183750718832016,16899,-0.0023291378747671843,1900,0.0007,27,2785,18.58,76000
-82.90748167999999,-0.04457707330584526,0.9979114374145865,0.2546910047531128,16999,-0.0021782631520181894,2000,0.0007,28,2786,18.82,80000
-82.99287597,-0.11956460773944855,0.998073574504815,0.27439984679222107,17099,0.016867242753505707,2100,0.0007,30,2788,18.47,84000
-83.24586357999999,-0.026247074827551842,0.998829027172178,0.1257416158914566,17199,0.005249332170933485,2200,0.0007,31,2783,18.37,88000
-83.32380428,-0.022482531145215034,0.9960377607494593,0.4405922293663025,17299,0.0027987766079604626,2300,0.0007,33,2783,18.66,92000
-82.82384062999999,-0.026698017492890358,0.9969925270415843,0.2570423483848572,17399,0.04352708160877228,2400,0.0007,34,2786,18.6,96000
-82.80039839000001,-0.08857984840869904,0.9984354698099196,0.146841362118721,17499,-0.007663021795451641,2500,0.0007,35,2785,18.59,100000
-82.8103255,-0.030207514762878418,0.9971948643215001,0.16298255324363708,17599,-0.0034944950602948666,100,0.0007,1,2780,18.41,4000
-82.94176069,-0.039321910589933395,0.9988878291333094,0.09183350950479507,17699,-0.0016386180650442839,200,0.0007,2,2825,18.69,8000
-82.91716037,-0.16742601990699768,0.998713992186822,0.13157117366790771,17799,0.029278744012117386,300,0.0007,4,2790,18.37,12000
-83.00334923,-0.16401778161525726,0.9991391582880169,0.08847079426050186,17899,0.018770691007375717,400,0.0007,5,2786,18.12,16000
-83.04251887000001,-0.006275790743529797,0.9870672095566988,0.600064218044281,17999,0.0001715218968456611,500,0.0007,7,2784,18.49,20000
-82.72636944,-0.10622233152389526,0.9985569447744638,0.16697752475738525,18099,0.024386463686823845,600,0.0007,8,2797,18.53,24000
-82.78483011,-0.03876575455069542,0.9960891902446747,0.3173133134841919,18199,-0.035476550459861755,700,0.0007,10,2793,18.6,28000
-82.9291279,-0.10369519889354706,0.9971694254782051,0.2533241808414459,18299,0.035405635833740234,800,0.0007,11,2792,17.98,32000
-82.84718438,-0.1051040068268776,0.9982727603055537,0.22155269980430603,18399,0.020769663155078888,900,0.0007,12,2788,18.53,36000
-82.92603779000001,-0.11794155836105347,0.994569942355156,0.9073154330253601,18499,-0.007133916951715946,1000,0.0007,14,2792,18.45,40000
-82.95374655000002,-0.04333746060729027,0.9983841966604814,0.17381957173347473,18599,0.0060806842520833015,1100,0.0007,15,2788,18.69,44000
-83.07402739,-0.08337648212909698,0.998515842598863,0.18837502598762512,18699,0.01342946570366621,1200,0.0007,17,2794,18.61,48000
-82.96481894,-0.10645297914743423,0.9982218225486577,0.25259527564048767,18799,-0.002552012214437127,1300,0.0007,18,2797,18.81,52000
-83.16883238,-0.07098446786403656,0.9983724005287513,0.1811501681804657,18899,-0.0034761219285428524,1400,0.0007,20,2797,18.13,56000
-82.81423758,-0.0792049914598465,0.9965097170788795,0.3196406662464142,18999,-0.027314284816384315,1500,0.0007,21,2803,18.66,60000
-83.0214291,-0.00655442476272583,0.9987757011549547,0.10881177335977554,19099,0.00013478401524480432,1600,0.0007,22,2801,18.38,64000
-82.98240861000001,-0.127914696931839,0.9969334963243455,0.3690319061279297,19199,-0.04915625974535942,1700,0.0007,24,2801,17.92,68000
-83.11694449999999,-0.108803391456604,0.9988453719997779,0.14188344776630402,19299,0.01221383921802044,1800,0.0007,25,2803,18.47,72000
-82.84214164,-0.11480677127838135,0.998255662037991,0.1780296117067337,19399,0.02159201167523861,1900,0.0007,27,2800,18.55,76000
-82.69520709,-0.028642941266298294,0.9978530046064407,0.182130828499794,19499,-0.00014798101619817317,2000,0.0007,28,2783,18.53,80000
-82.99631759999998,-0.050916898995637894,0.9985186005942523,0.1502918303012848,19599,0.0018319578375667334,2100,0.0007,30,2777,18.46,84000
-83.05047832,-0.10818661749362946,0.9976548929698765,0.27983006834983826,19699,0.0698508620262146,2200,0.0007,31,2778,18.58,88000
-83.10032570999999,-0.06766300648450851,0.9987727244151756,0.17430174350738525,19799,0.015411880798637867,2300,0.0007,33,2784,18.44,92000
-82.88101506999998,-0.03977508470416069,0.9969926297198981,0.38095176219940186,19899,0.024655388668179512,2400,0.0007,34,2784,18.38,96000
-82.93805766999999,-0.02027742937207222,0.9968920594546944,0.25672397017478943,19999,-0.004844813607633114,2500,0.0007,35,2785,18.38,100000
-82.86815363,-0.007544506341218948,0.9987612749682739,0.07563876360654831,20099,0.00016023773059714586,100,0.0007,1,2717,18.31,4000
-83.28717505,-0.003616049187257886,0.9931924995034933,0.3277089595794678,20199,-1.8295251720701344e-05,200,0.0007,2,2766,18.16,8000
-83.27337075999999,-0.04099335893988609,0.9984058826230466,0.18039950728416443,20299,-0.01611829362809658,300,0.0007,4,2781,18.35,12000
